ScanNumber	ScanTypeName	ScanType
1327	CID-MSn	2
1328	CID-MSn	2
1329	HMS	1
1330	CID-MSn	2
1331	CID-MSn	2
1332	CID-MSn	2
1333	HMS	1
1334	CID-MSn	2
1335	CID-MSn	2
1336	CID-MSn	2
1337	HMS	1
1338	CID-MSn	2
1339	CID-MSn	2
1340	CID-MSn	2
1341	HMS	1
1342	CID-MSn	2
1343	CID-MSn	2
1344	CID-MSn	2
1345	HMS	1
1346	CID-MSn	2
1347	CID-MSn	2
1348	CID-MSn	2
1349	HMS	1
1350	CID-MSn	2
1351	CID-MSn	2
1352	CID-MSn	2
1353	HMS	1
1354	CID-MSn	2
1355	CID-MSn	2
1356	CID-MSn	2
1357	HMS	1
1358	CID-MSn	2
1359	CID-MSn	2
1360	CID-MSn	2
1361	HMS	1
1362	CID-MSn	2
1363	CID-MSn	2
1364	CID-MSn	2
1365	HMS	1
1366	CID-MSn	2
1367	CID-MSn	2
1368	CID-MSn	2
1369	HMS	1
1370	CID-MSn	2
1371	CID-MSn	2
1372	CID-MSn	2
1373	HMS	1
1374	CID-MSn	2
1375	CID-MSn	2
1376	CID-MSn	2
1377	HMS	1
1378	CID-MSn	2
1379	CID-MSn	2
1380	CID-MSn	2
1381	HMS	1
1382	CID-MSn	2
1383	CID-MSn	2
1384	CID-MSn	2
1385	HMS	1
1386	CID-MSn	2
1387	CID-MSn	2
1388	CID-MSn	2
1389	HMS	1
1390	CID-MSn	2
1391	CID-MSn	2
1392	CID-MSn	2
1393	HMS	1
1394	CID-MSn	2
1395	CID-MSn	2
1396	CID-MSn	2
1397	HMS	1
1398	CID-MSn	2
1399	CID-MSn	2
1400	CID-MSn	2
1401	HMS	1
1402	CID-MSn	2
1403	CID-MSn	2
1404	CID-MSn	2
1405	HMS	1
1406	CID-MSn	2
1407	CID-MSn	2
1408	CID-MSn	2
1409	HMS	1
1410	CID-MSn	2
1411	CID-MSn	2
1412	CID-MSn	2
1413	HMS	1
1414	CID-MSn	2
1415	CID-MSn	2
1416	CID-MSn	2
1417	HMS	1
1418	CID-MSn	2
1419	CID-MSn	2
1420	CID-MSn	2
1421	HMS	1
1422	CID-MSn	2
1423	CID-MSn	2
1424	CID-MSn	2
1425	HMS	1
1426	CID-MSn	2
1427	CID-MSn	2
1428	CID-MSn	2
1429	HMS	1
1430	CID-MSn	2
1431	CID-MSn	2
1432	CID-MSn	2
1433	HMS	1
1434	CID-MSn	2
1435	CID-MSn	2
1436	CID-MSn	2
1437	HMS	1
1438	CID-MSn	2
1439	CID-MSn	2
1440	CID-MSn	2
1441	HMS	1
1442	CID-MSn	2
1443	CID-MSn	2
1444	CID-MSn	2
1445	HMS	1
1446	CID-MSn	2
1447	CID-MSn	2
1448	CID-MSn	2
1449	HMS	1
1450	CID-MSn	2
1451	CID-MSn	2
1452	CID-MSn	2
1453	HMS	1
1454	CID-MSn	2
1455	CID-MSn	2
1456	CID-MSn	2
1457	HMS	1
1458	CID-MSn	2
1459	CID-MSn	2
1460	CID-MSn	2
1461	HMS	1
1462	CID-MSn	2
1463	CID-MSn	2
1464	CID-MSn	2
1465	HMS	1
1466	CID-MSn	2
1467	CID-MSn	2
1468	CID-MSn	2
1469	HMS	1
1470	CID-MSn	2
1471	CID-MSn	2
1472	CID-MSn	2
1473	HMS	1
1474	CID-MSn	2
1475	CID-MSn	2
1476	CID-MSn	2
1477	HMS	1
1478	CID-MSn	2
1479	CID-MSn	2
1480	CID-MSn	2
1481	HMS	1
1482	CID-MSn	2
1483	CID-MSn	2
1484	CID-MSn	2
1485	HMS	1
1486	CID-MSn	2
1487	CID-MSn	2
1488	CID-MSn	2
1489	HMS	1
1490	CID-MSn	2
1491	CID-MSn	2
1492	CID-MSn	2
1493	HMS	1
1494	CID-MSn	2
1495	CID-MSn	2
1496	CID-MSn	2
1497	HMS	1
1498	CID-MSn	2
1499	CID-MSn	2
1500	CID-MSn	2
1501	HMS	1
1502	CID-MSn	2
1503	CID-MSn	2
1504	CID-MSn	2
1505	HMS	1
1506	CID-MSn	2
1507	CID-MSn	2
1508	CID-MSn	2
1509	HMS	1
1510	CID-MSn	2
1511	CID-MSn	2
1512	CID-MSn	2
1513	HMS	1
1514	CID-MSn	2
1515	CID-MSn	2
1516	CID-MSn	2
1517	HMS	1
1518	CID-MSn	2
1519	CID-MSn	2
1520	CID-MSn	2
1521	HMS	1
1522	CID-MSn	2
1523	CID-MSn	2
1524	CID-MSn	2
1525	HMS	1
1526	CID-MSn	2
1527	CID-MSn	2
1528	CID-MSn	2
1529	HMS	1
1530	CID-MSn	2
1531	CID-MSn	2
1532	CID-MSn	2
1533	HMS	1
1534	CID-MSn	2
1535	CID-MSn	2
1536	CID-MSn	2
1537	HMS	1
1538	CID-MSn	2
1539	CID-MSn	2
1540	CID-MSn	2
1541	HMS	1
1542	CID-MSn	2
1543	CID-MSn	2
1544	CID-MSn	2
1545	HMS	1
1546	CID-MSn	2
1547	CID-MSn	2
1548	CID-MSn	2
1549	HMS	1
1550	CID-MSn	2
1551	CID-MSn	2
1552	CID-MSn	2
1553	HMS	1
1554	CID-MSn	2
1555	CID-MSn	2
1556	CID-MSn	2
1557	HMS	1
1558	CID-MSn	2
1559	CID-MSn	2
1560	CID-MSn	2
1561	HMS	1
1562	CID-MSn	2
1563	CID-MSn	2
1564	CID-MSn	2
1565	HMS	1
1566	CID-MSn	2
1567	CID-MSn	2
1568	CID-MSn	2
1569	HMS	1
1570	CID-MSn	2
1571	CID-MSn	2
1572	CID-MSn	2
1573	HMS	1
1574	CID-MSn	2
1575	CID-MSn	2
1576	CID-MSn	2
1577	HMS	1
1578	CID-MSn	2
1579	CID-MSn	2
1580	CID-MSn	2
1581	HMS	1
1582	CID-MSn	2
1583	CID-MSn	2
1584	CID-MSn	2
1585	HMS	1
1586	CID-MSn	2
1587	CID-MSn	2
1588	CID-MSn	2
1589	HMS	1
1590	CID-MSn	2
1591	CID-MSn	2
1592	CID-MSn	2
1593	HMS	1
1594	CID-MSn	2
1595	CID-MSn	2
1596	CID-MSn	2
1597	HMS	1
1598	CID-MSn	2
1599	CID-MSn	2
1600	CID-MSn	2
1601	HMS	1
1602	CID-MSn	2
1603	CID-MSn	2
1604	CID-MSn	2
1605	HMS	1
1606	CID-MSn	2
1607	CID-MSn	2
1608	CID-MSn	2
1609	HMS	1
1610	CID-MSn	2
1611	CID-MSn	2
1612	CID-MSn	2
1613	HMS	1
1614	CID-MSn	2
1615	CID-MSn	2
1616	CID-MSn	2
1617	HMS	1
1618	CID-MSn	2
1619	CID-MSn	2
1620	CID-MSn	2
1621	HMS	1
1622	CID-MSn	2
1623	CID-MSn	2
1624	CID-MSn	2
1625	HMS	1
1626	CID-MSn	2
1627	CID-MSn	2
1628	CID-MSn	2
1629	HMS	1
1630	CID-MSn	2
1631	CID-MSn	2
1632	CID-MSn	2
1633	HMS	1
1634	CID-MSn	2
1635	CID-MSn	2
1636	CID-MSn	2
1637	HMS	1
1638	CID-MSn	2
1639	CID-MSn	2
1640	CID-MSn	2
1641	HMS	1
1642	CID-MSn	2
1643	CID-MSn	2
1644	CID-MSn	2
1645	HMS	1
1646	CID-MSn	2
1647	CID-MSn	2
1648	CID-MSn	2
1649	HMS	1
1650	CID-MSn	2
1651	CID-MSn	2
1652	CID-MSn	2
1653	HMS	1
1654	CID-MSn	2
1655	CID-MSn	2
1656	CID-MSn	2
1657	HMS	1
1658	CID-MSn	2
1659	CID-MSn	2
1660	CID-MSn	2
1661	HMS	1
1662	CID-MSn	2
1663	CID-MSn	2
1664	CID-MSn	2
1665	HMS	1
1666	CID-MSn	2
1667	CID-MSn	2
1668	CID-MSn	2
1669	HMS	1
1670	CID-MSn	2
1671	CID-MSn	2
1672	CID-MSn	2
1673	HMS	1
1674	CID-MSn	2
1675	CID-MSn	2
1676	CID-MSn	2
1677	HMS	1
1678	CID-MSn	2
1679	CID-MSn	2
1680	CID-MSn	2
1681	HMS	1
1682	CID-MSn	2
1683	CID-MSn	2
1684	CID-MSn	2
1685	HMS	1
1686	CID-MSn	2
1687	CID-MSn	2
1688	CID-MSn	2
1689	HMS	1
1690	CID-MSn	2
1691	CID-MSn	2
1692	CID-MSn	2
1693	HMS	1
1694	CID-MSn	2
1695	CID-MSn	2
1696	CID-MSn	2
1697	HMS	1
1698	CID-MSn	2
1699	CID-MSn	2
1700	CID-MSn	2
1701	HMS	1
1702	CID-MSn	2
1703	CID-MSn	2
1704	CID-MSn	2
1705	HMS	1
1706	CID-MSn	2
1707	CID-MSn	2
1708	CID-MSn	2
1709	HMS	1
1710	CID-MSn	2
1711	CID-MSn	2
1712	CID-MSn	2
1713	HMS	1
1714	CID-MSn	2
1715	CID-MSn	2
1716	CID-MSn	2
1717	HMS	1
1718	CID-MSn	2
1719	CID-MSn	2
1720	CID-MSn	2
1721	HMS	1
1722	CID-MSn	2
1723	CID-MSn	2
1724	CID-MSn	2
1725	HMS	1
1726	CID-MSn	2
1727	CID-MSn	2
1728	CID-MSn	2
1729	HMS	1
1730	CID-MSn	2
1731	CID-MSn	2
1732	CID-MSn	2
1733	HMS	1
1734	CID-MSn	2
1735	CID-MSn	2
1736	CID-MSn	2
1737	HMS	1
1738	CID-MSn	2
1739	CID-MSn	2
1740	CID-MSn	2
1741	HMS	1
1742	CID-MSn	2
1743	CID-MSn	2
1744	CID-MSn	2
1745	HMS	1
1746	CID-MSn	2
1747	CID-MSn	2
1748	CID-MSn	2
1749	HMS	1
1750	CID-MSn	2
1751	CID-MSn	2
1752	CID-MSn	2
1753	HMS	1
1754	CID-MSn	2
1755	CID-MSn	2
1756	CID-MSn	2
1757	HMS	1
1758	CID-MSn	2
1759	CID-MSn	2
1760	CID-MSn	2
1761	HMS	1
1762	CID-MSn	2
1763	CID-MSn	2
1764	CID-MSn	2
1765	HMS	1
1766	CID-MSn	2
1767	CID-MSn	2
1768	CID-MSn	2
1769	HMS	1
1770	CID-MSn	2
1771	CID-MSn	2
1772	CID-MSn	2
1773	HMS	1
1774	CID-MSn	2
1775	CID-MSn	2
1776	CID-MSn	2
1777	HMS	1
1778	CID-MSn	2
1779	CID-MSn	2
1780	CID-MSn	2
1781	HMS	1
1782	CID-MSn	2
1783	CID-MSn	2
1784	CID-MSn	2
1785	HMS	1
1786	CID-MSn	2
1787	CID-MSn	2
1788	CID-MSn	2
1789	HMS	1
1790	CID-MSn	2
1791	CID-MSn	2
1792	CID-MSn	2
1793	HMS	1
1794	CID-MSn	2
1795	CID-MSn	2
1796	CID-MSn	2
1797	HMS	1
1798	CID-MSn	2
1799	CID-MSn	2
1800	CID-MSn	2
1801	HMS	1
1802	CID-MSn	2
1803	CID-MSn	2
1804	CID-MSn	2
1805	HMS	1
1806	CID-MSn	2
1807	CID-MSn	2
1808	CID-MSn	2
1809	HMS	1
1810	CID-MSn	2
1811	CID-MSn	2
1812	CID-MSn	2
1813	HMS	1
1814	CID-MSn	2
1815	CID-MSn	2
1816	CID-MSn	2
1817	HMS	1
1818	CID-MSn	2
1819	CID-MSn	2
1820	CID-MSn	2
1821	HMS	1
1822	CID-MSn	2
1823	CID-MSn	2
1824	CID-MSn	2
1825	HMS	1
1826	CID-MSn	2
1827	CID-MSn	2
1828	CID-MSn	2
1829	HMS	1
1830	CID-MSn	2
1831	CID-MSn	2
1832	CID-MSn	2
1833	HMS	1
1834	CID-MSn	2
1835	CID-MSn	2
1836	CID-MSn	2
1837	HMS	1
1838	CID-MSn	2
1839	CID-MSn	2
1840	CID-MSn	2
1841	HMS	1
1842	CID-MSn	2
1843	CID-MSn	2
1844	CID-MSn	2
1845	HMS	1
1846	CID-MSn	2
1847	CID-MSn	2
1848	CID-MSn	2
1849	HMS	1
1850	CID-MSn	2
1851	CID-MSn	2
1852	CID-MSn	2
1853	HMS	1
1854	CID-MSn	2
1855	CID-MSn	2
1856	CID-MSn	2
1857	HMS	1
1858	CID-MSn	2
1859	CID-MSn	2
1860	CID-MSn	2
1861	HMS	1
1862	CID-MSn	2
1863	CID-MSn	2
1864	CID-MSn	2
1865	HMS	1
1866	CID-MSn	2
1867	CID-MSn	2
1868	CID-MSn	2
1869	HMS	1
1870	CID-MSn	2
1871	CID-MSn	2
1872	CID-MSn	2
1873	HMS	1
1874	CID-MSn	2
1875	CID-MSn	2
1876	CID-MSn	2
1877	HMS	1
1878	CID-MSn	2
1879	CID-MSn	2
1880	CID-MSn	2
1881	HMS	1
1882	CID-MSn	2
1883	CID-MSn	2
1884	CID-MSn	2
1885	HMS	1
1886	CID-MSn	2
1887	CID-MSn	2
1888	CID-MSn	2
1889	HMS	1
1890	CID-MSn	2
1891	CID-MSn	2
1892	CID-MSn	2
1893	HMS	1
1894	CID-MSn	2
1895	CID-MSn	2
1896	CID-MSn	2
1897	HMS	1
1898	CID-MSn	2
1899	CID-MSn	2
1900	CID-MSn	2
1901	HMS	1
1902	CID-MSn	2
1903	CID-MSn	2
1904	CID-MSn	2
1905	HMS	1
1906	CID-MSn	2
1907	CID-MSn	2
1908	CID-MSn	2
1909	HMS	1
1910	CID-MSn	2
1911	CID-MSn	2
1912	CID-MSn	2
1913	HMS	1
1914	CID-MSn	2
1915	CID-MSn	2
1916	CID-MSn	2
1917	HMS	1
1918	CID-MSn	2
1919	CID-MSn	2
1920	CID-MSn	2
1921	HMS	1
1922	CID-MSn	2
1923	CID-MSn	2
1924	CID-MSn	2
1925	HMS	1
1926	CID-MSn	2
1927	CID-MSn	2
1928	CID-MSn	2
1929	HMS	1
1930	CID-MSn	2
1931	CID-MSn	2
1932	CID-MSn	2
1933	HMS	1
1934	CID-MSn	2
1935	CID-MSn	2
1936	CID-MSn	2
1937	HMS	1
1938	CID-MSn	2
1939	CID-MSn	2
1940	CID-MSn	2
1941	HMS	1
1942	CID-MSn	2
1943	CID-MSn	2
1944	CID-MSn	2
1945	HMS	1
1946	CID-MSn	2
1947	CID-MSn	2
1948	CID-MSn	2
1949	HMS	1
1950	CID-MSn	2
1951	CID-MSn	2
1952	CID-MSn	2
1953	HMS	1
1954	CID-MSn	2
1955	CID-MSn	2
1956	CID-MSn	2
1957	HMS	1
1958	CID-MSn	2
1959	CID-MSn	2
1960	CID-MSn	2
1961	HMS	1
1962	CID-MSn	2
1963	CID-MSn	2
1964	CID-MSn	2
1965	HMS	1
1966	CID-MSn	2
1967	CID-MSn	2
1968	CID-MSn	2
1969	HMS	1
1970	CID-MSn	2
1971	CID-MSn	2
1972	CID-MSn	2
1973	HMS	1
1974	CID-MSn	2
1975	CID-MSn	2
1976	CID-MSn	2
1977	HMS	1
1978	CID-MSn	2
1979	CID-MSn	2
1980	CID-MSn	2
1981	HMS	1
1982	CID-MSn	2
1983	CID-MSn	2
1984	CID-MSn	2
1985	HMS	1
1986	CID-MSn	2
1987	CID-MSn	2
1988	CID-MSn	2
1989	HMS	1
1990	CID-MSn	2
1991	CID-MSn	2
1992	CID-MSn	2
1993	HMS	1
1994	CID-MSn	2
1995	CID-MSn	2
1996	CID-MSn	2
1997	HMS	1
1998	CID-MSn	2
1999	CID-MSn	2
2000	CID-MSn	2
2001	HMS	1
2002	CID-MSn	2
2003	CID-MSn	2
2004	CID-MSn	2
2005	HMS	1
2006	CID-MSn	2
2007	CID-MSn	2
2008	CID-MSn	2
2009	HMS	1
2010	CID-MSn	2
2011	CID-MSn	2
2012	CID-MSn	2
2013	HMS	1
2014	CID-MSn	2
2015	CID-MSn	2
2016	CID-MSn	2
2017	HMS	1
2018	CID-MSn	2
2019	CID-MSn	2
2020	CID-MSn	2
2021	HMS	1
2022	CID-MSn	2
2023	CID-MSn	2
2024	CID-MSn	2
2025	HMS	1
2026	CID-MSn	2
2027	CID-MSn	2
2028	CID-MSn	2
2029	HMS	1
2030	CID-MSn	2
2031	CID-MSn	2
2032	CID-MSn	2
2033	HMS	1
2034	CID-MSn	2
2035	CID-MSn	2
2036	CID-MSn	2
2037	HMS	1
2038	CID-MSn	2
2039	CID-MSn	2
2040	CID-MSn	2
2041	HMS	1
2042	CID-MSn	2
2043	CID-MSn	2
2044	CID-MSn	2
2045	HMS	1
2046	CID-MSn	2
2047	CID-MSn	2
2048	CID-MSn	2
2049	HMS	1
2050	CID-MSn	2
2051	CID-MSn	2
2052	CID-MSn	2
2053	HMS	1
2054	CID-MSn	2
2055	CID-MSn	2
2056	CID-MSn	2
2057	HMS	1
2058	CID-MSn	2
2059	CID-MSn	2
2060	CID-MSn	2
2061	HMS	1
2062	CID-MSn	2
2063	CID-MSn	2
2064	CID-MSn	2
2065	HMS	1
2066	CID-MSn	2
2067	CID-MSn	2
2068	CID-MSn	2
2069	HMS	1
2070	CID-MSn	2
2071	CID-MSn	2
2072	CID-MSn	2
2073	HMS	1
2074	CID-MSn	2
2075	CID-MSn	2
2076	CID-MSn	2
2077	HMS	1
2078	CID-MSn	2
2079	CID-MSn	2
2080	CID-MSn	2
2081	HMS	1
2082	CID-MSn	2
2083	CID-MSn	2
2084	CID-MSn	2
2085	HMS	1
2086	CID-MSn	2
2087	CID-MSn	2
2088	CID-MSn	2
2089	HMS	1
2090	CID-MSn	2
2091	CID-MSn	2
2092	CID-MSn	2
2093	HMS	1
2094	CID-MSn	2
2095	CID-MSn	2
2096	CID-MSn	2
2097	HMS	1
2098	CID-MSn	2
2099	CID-MSn	2
2100	CID-MSn	2
2101	HMS	1
2102	CID-MSn	2
2103	CID-MSn	2
2104	CID-MSn	2
2105	HMS	1
2106	CID-MSn	2
2107	CID-MSn	2
2108	CID-MSn	2
2109	HMS	1
2110	CID-MSn	2
2111	CID-MSn	2
2112	CID-MSn	2
2113	HMS	1
2114	CID-MSn	2
2115	CID-MSn	2
2116	CID-MSn	2
2117	HMS	1
2118	CID-MSn	2
2119	CID-MSn	2
2120	CID-MSn	2
2121	HMS	1
2122	CID-MSn	2
2123	CID-MSn	2
2124	CID-MSn	2
2125	HMS	1
2126	CID-MSn	2
2127	CID-MSn	2
2128	CID-MSn	2
2129	HMS	1
2130	CID-MSn	2
2131	CID-MSn	2
2132	CID-MSn	2
2133	HMS	1
2134	CID-MSn	2
2135	CID-MSn	2
2136	CID-MSn	2
2137	HMS	1
2138	CID-MSn	2
2139	CID-MSn	2
2140	CID-MSn	2
2141	HMS	1
2142	CID-MSn	2
2143	CID-MSn	2
2144	CID-MSn	2
2145	HMS	1
2146	CID-MSn	2
2147	CID-MSn	2
2148	CID-MSn	2
2149	HMS	1
2150	CID-MSn	2
2151	CID-MSn	2
2152	CID-MSn	2
2153	HMS	1
2154	CID-MSn	2
2155	CID-MSn	2
2156	CID-MSn	2
2157	HMS	1
2158	CID-MSn	2
2159	CID-MSn	2
2160	CID-MSn	2
2161	HMS	1
2162	CID-MSn	2
2163	CID-MSn	2
2164	CID-MSn	2
2165	HMS	1
2166	CID-MSn	2
2167	CID-MSn	2
2168	CID-MSn	2
2169	HMS	1
2170	CID-MSn	2
2171	CID-MSn	2
2172	CID-MSn	2
2173	HMS	1
2174	CID-MSn	2
2175	CID-MSn	2
2176	CID-MSn	2
2177	HMS	1
2178	CID-MSn	2
2179	CID-MSn	2
2180	CID-MSn	2
2181	HMS	1
2182	CID-MSn	2
2183	CID-MSn	2
2184	CID-MSn	2
2185	HMS	1
2186	CID-MSn	2
2187	CID-MSn	2
2188	CID-MSn	2
2189	HMS	1
2190	CID-MSn	2
2191	CID-MSn	2
2192	CID-MSn	2
2193	HMS	1
2194	CID-MSn	2
2195	CID-MSn	2
2196	CID-MSn	2
2197	HMS	1
2198	CID-MSn	2
2199	CID-MSn	2
2200	CID-MSn	2
2201	HMS	1
2202	CID-MSn	2
2203	CID-MSn	2
2204	CID-MSn	2
2205	HMS	1
2206	CID-MSn	2
2207	CID-MSn	2
2208	CID-MSn	2
2209	HMS	1
2210	CID-MSn	2
2211	CID-MSn	2
2212	CID-MSn	2
2213	HMS	1
2214	CID-MSn	2
2215	CID-MSn	2
2216	CID-MSn	2
2217	HMS	1
2218	CID-MSn	2
2219	CID-MSn	2
2220	CID-MSn	2
2221	HMS	1
2222	CID-MSn	2
2223	CID-MSn	2
2224	CID-MSn	2
2225	HMS	1
2226	CID-MSn	2
2227	CID-MSn	2
2228	CID-MSn	2
2229	HMS	1
2230	CID-MSn	2
2231	CID-MSn	2
2232	CID-MSn	2
2233	HMS	1
2234	CID-MSn	2
2235	CID-MSn	2
2236	CID-MSn	2
2237	HMS	1
2238	CID-MSn	2
2239	CID-MSn	2
2240	CID-MSn	2
2241	HMS	1
2242	CID-MSn	2
2243	CID-MSn	2
2244	CID-MSn	2
2245	HMS	1
2246	CID-MSn	2
2247	CID-MSn	2
2248	CID-MSn	2
2249	HMS	1
2250	CID-MSn	2
2251	CID-MSn	2
2252	CID-MSn	2
2253	HMS	1
2254	CID-MSn	2
2255	CID-MSn	2
2256	CID-MSn	2
2257	HMS	1
2258	CID-MSn	2
2259	CID-MSn	2
2260	CID-MSn	2
2261	HMS	1
2262	CID-MSn	2
2263	CID-MSn	2
2264	CID-MSn	2
2265	HMS	1
2266	CID-MSn	2
2267	CID-MSn	2
2268	CID-MSn	2
2269	HMS	1
2270	CID-MSn	2
2271	CID-MSn	2
2272	CID-MSn	2
2273	HMS	1
2274	CID-MSn	2
2275	CID-MSn	2
2276	CID-MSn	2
2277	HMS	1
2278	CID-MSn	2
2279	CID-MSn	2
2280	CID-MSn	2
2281	HMS	1
2282	CID-MSn	2
2283	CID-MSn	2
2284	CID-MSn	2
2285	HMS	1
2286	CID-MSn	2
2287	CID-MSn	2
2288	CID-MSn	2
2289	HMS	1
2290	CID-MSn	2
2291	CID-MSn	2
2292	CID-MSn	2
2293	HMS	1
2294	CID-MSn	2
2295	CID-MSn	2
2296	CID-MSn	2
2297	HMS	1
2298	CID-MSn	2
2299	CID-MSn	2
2300	CID-MSn	2
2301	HMS	1
2302	CID-MSn	2
2303	CID-MSn	2
2304	CID-MSn	2
2305	HMS	1
2306	CID-MSn	2
2307	CID-MSn	2
2308	CID-MSn	2
2309	HMS	1
2310	CID-MSn	2
2311	CID-MSn	2
2312	CID-MSn	2
2313	HMS	1
2314	CID-MSn	2
2315	CID-MSn	2
2316	CID-MSn	2
2317	HMS	1
2318	CID-MSn	2
2319	CID-MSn	2
2320	CID-MSn	2
2321	HMS	1
2322	CID-MSn	2
2323	CID-MSn	2
2324	CID-MSn	2
2325	HMS	1
2326	CID-MSn	2
2327	CID-MSn	2
2328	CID-MSn	2
2329	HMS	1
2330	CID-MSn	2
2331	CID-MSn	2
2332	CID-MSn	2
2333	HMS	1
2334	CID-MSn	2
2335	CID-MSn	2
2336	CID-MSn	2
2337	HMS	1
2338	CID-MSn	2
2339	CID-MSn	2
2340	CID-MSn	2
2341	HMS	1
2342	CID-MSn	2
2343	CID-MSn	2
2344	CID-MSn	2
2345	HMS	1
2346	CID-MSn	2
2347	CID-MSn	2
2348	CID-MSn	2
2349	HMS	1
2350	CID-MSn	2
2351	CID-MSn	2
2352	CID-MSn	2
2353	HMS	1
2354	CID-MSn	2
2355	CID-MSn	2
2356	CID-MSn	2
2357	HMS	1
2358	CID-MSn	2
2359	CID-MSn	2
2360	CID-MSn	2
2361	HMS	1
2362	CID-MSn	2
2363	CID-MSn	2
2364	CID-MSn	2
2365	HMS	1
2366	CID-MSn	2
2367	CID-MSn	2
2368	CID-MSn	2
2369	HMS	1
2370	CID-MSn	2
2371	CID-MSn	2
2372	CID-MSn	2
2373	HMS	1
2374	CID-MSn	2
2375	CID-MSn	2
2376	CID-MSn	2
2377	HMS	1
2378	CID-MSn	2
2379	CID-MSn	2
2380	CID-MSn	2
2381	HMS	1
2382	CID-MSn	2
2383	CID-MSn	2
2384	CID-MSn	2
2385	HMS	1
2386	CID-MSn	2
2387	CID-MSn	2
2388	CID-MSn	2
2389	HMS	1
2390	CID-MSn	2
2391	CID-MSn	2
2392	CID-MSn	2
2393	HMS	1
2394	CID-MSn	2
2395	CID-MSn	2
2396	CID-MSn	2
2397	HMS	1
2398	CID-MSn	2
2399	CID-MSn	2
2400	CID-MSn	2
2401	HMS	1
2402	CID-MSn	2
2403	CID-MSn	2
2404	CID-MSn	2
2405	HMS	1
2406	CID-MSn	2
2407	CID-MSn	2
2408	CID-MSn	2
2409	HMS	1
2410	CID-MSn	2
2411	CID-MSn	2
2412	CID-MSn	2
2413	HMS	1
2414	CID-MSn	2
2415	CID-MSn	2
2416	CID-MSn	2
2417	HMS	1
2418	CID-MSn	2
2419	CID-MSn	2
2420	CID-MSn	2
2421	HMS	1
2422	CID-MSn	2
2423	CID-MSn	2
2424	CID-MSn	2
2425	HMS	1
2426	CID-MSn	2
2427	CID-MSn	2
2428	CID-MSn	2
2429	HMS	1
2430	CID-MSn	2
2431	CID-MSn	2
2432	CID-MSn	2
2433	HMS	1
2434	CID-MSn	2
2435	CID-MSn	2
2436	CID-MSn	2
2437	HMS	1
2438	CID-MSn	2
2439	CID-MSn	2
2440	CID-MSn	2
2441	HMS	1
2442	CID-MSn	2
2443	CID-MSn	2
2444	CID-MSn	2
2445	HMS	1
2446	CID-MSn	2
2447	CID-MSn	2
2448	CID-MSn	2
2449	HMS	1
2450	CID-MSn	2
2451	CID-MSn	2
2452	CID-MSn	2
2453	HMS	1
2454	CID-MSn	2
2455	CID-MSn	2
2456	CID-MSn	2
2457	HMS	1
2458	CID-MSn	2
2459	CID-MSn	2
2460	CID-MSn	2
2461	HMS	1
2462	CID-MSn	2
2463	CID-MSn	2
2464	CID-MSn	2
2465	HMS	1
2466	CID-MSn	2
2467	CID-MSn	2
2468	CID-MSn	2
2469	HMS	1
2470	CID-MSn	2
2471	CID-MSn	2
2472	CID-MSn	2
2473	HMS	1
2474	CID-MSn	2
2475	CID-MSn	2
2476	CID-MSn	2
2477	HMS	1
2478	CID-MSn	2
2479	CID-MSn	2
2480	CID-MSn	2
2481	HMS	1
2482	CID-MSn	2
2483	CID-MSn	2
2484	CID-MSn	2
2485	HMS	1
2486	CID-MSn	2
2487	CID-MSn	2
2488	CID-MSn	2
2489	HMS	1
2490	CID-MSn	2
2491	CID-MSn	2
2492	CID-MSn	2
2493	HMS	1
2494	CID-MSn	2
2495	CID-MSn	2
2496	CID-MSn	2
2497	HMS	1
2498	CID-MSn	2
2499	CID-MSn	2
2500	CID-MSn	2
2501	HMS	1
2502	CID-MSn	2
2503	CID-MSn	2
2504	CID-MSn	2
2505	HMS	1
2506	CID-MSn	2
2507	CID-MSn	2
2508	CID-MSn	2
2509	HMS	1
2510	CID-MSn	2
2511	CID-MSn	2
2512	CID-MSn	2
2513	HMS	1
2514	CID-MSn	2
2515	CID-MSn	2
2516	CID-MSn	2
2517	HMS	1
2518	CID-MSn	2
2519	CID-MSn	2
2520	CID-MSn	2
2521	HMS	1
2522	CID-MSn	2
2523	CID-MSn	2
2524	CID-MSn	2
2525	HMS	1
2526	CID-MSn	2
2527	CID-MSn	2
2528	CID-MSn	2
2529	HMS	1
2530	CID-MSn	2
2531	CID-MSn	2
2532	CID-MSn	2
2533	HMS	1
2534	CID-MSn	2
2535	CID-MSn	2
2536	CID-MSn	2
2537	HMS	1
2538	CID-MSn	2
2539	CID-MSn	2
2540	CID-MSn	2
2541	HMS	1
2542	CID-MSn	2
2543	CID-MSn	2
2544	CID-MSn	2
2545	HMS	1
2546	CID-MSn	2
2547	CID-MSn	2
2548	CID-MSn	2
2549	HMS	1
2550	CID-MSn	2
2551	CID-MSn	2
2552	CID-MSn	2
2553	HMS	1
2554	CID-MSn	2
2555	CID-MSn	2
2556	CID-MSn	2
2557	HMS	1
2558	CID-MSn	2
2559	CID-MSn	2
2560	CID-MSn	2
2561	HMS	1
2562	CID-MSn	2
2563	CID-MSn	2
2564	CID-MSn	2
2565	HMS	1
2566	CID-MSn	2
2567	CID-MSn	2
2568	CID-MSn	2
