Dataset	ScanNumber	AGC	Micro Scan Count	Ion Injection Time (ms)	Scan Event	Master Index	Elapsed Scan Time (sec)	Charge State	Monoisotopic M/Z	MS2 Isolation Width	FT Analyzer Settings	FT Analyzer Message	FT Resolution	Conversion Parameter B	Conversion Parameter C	Collision Mode	Scan Filter Text	Source Voltage (kV)	Source Current (uA)
534700	3939	Predicted	4	100.000	6	1	0.67	3	307.5186	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 307.52@cid35.00 [70.00-935.00]	2.50	0.79
534700	3940	Predicted	4	100.000	7	1	0.65	2	373.7371	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 373.74@cid35.00 [90.00-760.00]	2.49	0.78
534700	3941	Predicted	4	93.060	8	1	0.69	3	451.9130	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 451.91@cid35.00 [110.00-1370.00]	2.49	0.78
534700	3942	Predicted	4	100.000	9	1	0.70	2	631.8425	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 631.84@cid35.00 [160.00-1275.00]	2.49	0.78
534700	3943	Predicted	4	100.000	10	1	0.66	2	436.2946	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 436.29@cid35.00 [110.00-885.00]	2.50	0.86
534700	3944	Predicted	4	100.000	11	1	0.72	3	442.8961	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 442.90@cid35.00 [110.00-1340.00]	2.50	0.86
534700	3945	On	1	5.921	1	0	0.35	3	494.6180	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	0.78
534700	3946	Predicted	4	5.854	2	1	0.36	3	494.6180	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 494.62@cid35.00 [125.00-1495.00]	2.50	0.78
534700	3947	Predicted	4	49.765	3	1	0.52	3	467.2489	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 467.25@cid35.00 [115.00-1415.00]	2.50	0.78
534700	3948	Predicted	4	48.745	4	1	0.49	3	391.2007	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 391.54@cid35.00 [95.00-1185.00]	2.50	0.78
534700	3949	Predicted	4	100.000	5	1	0.68	3	329.5384	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 329.54@cid35.00 [80.00-1000.00]	2.49	0.81
534700	3950	Predicted	4	100.000	6	1	0.79	4	534.0458	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 534.05@cid35.00 [135.00-2000.00]	2.49	0.81
534700	3951	Predicted	4	100.000	7	1	0.73	3	476.6162	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 476.62@cid35.00 [120.00-1440.00]	2.49	0.81
534700	3952	Predicted	4	100.000	8	1	0.72	2	700.3681	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 700.37@cid35.00 [180.00-1415.00]	2.49	0.78
534700	3953	Predicted	4	100.000	9	1	0.68	2	529.3328	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 529.33@cid35.00 [135.00-1070.00]	2.49	0.78
534700	3954	Predicted	4	100.000	10	1	0.68	3	340.8655	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 340.87@cid35.00 [80.00-1035.00]	2.49	0.78
534700	3955	Predicted	4	82.727	11	1	0.65	3	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 439.25@cid35.00 [110.00-1330.00]	2.50	0.79
534700	3956	On	1	2.965	1	0	0.35	3	421.5638	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	0.79
534700	3957	Predicted	4	25.813	2	1	0.40	3	384.5455	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 384.55@cid35.00 [95.00-1165.00]	2.50	0.79
534700	3958	Predicted	4	74.309	3	1	0.63	4	357.7132	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 357.71@cid35.00 [85.00-1445.00]	2.49	0.78
534700	3959	Predicted	4	100.000	4	1	0.70	3	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 381.54@cid35.00 [95.00-1155.00]	2.49	0.78
534700	3960	Predicted	4	100.000	5	1	0.70	3	378.5850	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 378.58@cid35.00 [90.00-1150.00]	2.49	0.78
534700	3961	Predicted	4	100.000	6	1	0.71	3	415.5592	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 415.56@cid35.00 [100.00-1260.00]	2.50	0.81
534700	3962	Predicted	4	100.000	7	1	0.66	2	431.2734	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 431.27@cid35.00 [105.00-875.00]	2.50	0.81
534700	3963	Predicted	4	100.000	8	1	0.72	3	454.2787	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 454.61@cid35.00 [115.00-1375.00]	2.50	0.81
534700	3964	Predicted	4	100.000	9	1	0.72	4	323.6786	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 323.68@cid35.00 [75.00-1305.00]	2.49	0.80
534700	3965	Predicted	4	100.000	10	1	0.75	3	546.9465	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 546.95@cid35.00 [140.00-1655.00]	2.49	0.80
534700	3966	Predicted	4	100.000	11	1	0.67	2	498.7893	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 498.79@cid35.00 [125.00-1010.00]	2.49	0.80
534700	3967	On	1	3.992	1	0	0.35	2	424.7886	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.49	0.81
534700	3968	Predicted	4	6.835	2	1	0.29	2	424.7886	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 424.79@cid35.00 [105.00-860.00]	2.49	0.81
534700	3969	Predicted	4	20.217	3	1	0.42	4	371.2151	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 371.22@cid35.00 [90.00-1495.00]	2.49	0.81
534700	3970	Predicted	4	51.005	4	1	0.49	3	356.1851	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 356.19@cid35.00 [85.00-1080.00]	2.49	0.81
534700	3971	Predicted	4	100.000	5	1	0.73	3	473.5921	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 473.59@cid35.00 [120.00-1435.00]	2.49	0.82
534700	3972	Predicted	4	100.000	6	1	0.68	3	332.8904	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 332.89@cid35.00 [80.00-1010.00]	2.49	0.82
534700	3973	Predicted	4	100.000	7	1	0.65	2	400.7574	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 400.76@cid35.00 [100.00-815.00]	2.49	0.82
534700	3974	Predicted	4	100.000	8	1	0.74	3	507.9657	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 507.97@cid35.00 [125.00-1535.00]	2.50	0.75
534700	3975	Predicted	4	100.000	9	1	0.79	4	489.2652	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 489.27@cid35.00 [120.00-1970.00]	2.50	0.75
534700	3976	Predicted	4	100.000	10	1	0.74	3	503.6070	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 503.61@cid35.00 [125.00-1525.00]	2.50	0.76
534700	3977	Predicted	4	100.000	11	1	0.75	3	539.6419	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 539.64@cid35.00 [135.00-1630.00]	2.50	0.76
534700	3978	On	1	4.048	1	0	0.35	2	424.7881	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	0.76
534700	3979	Predicted	4	7.147	2	1	0.34	3	421.5640	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 421.56@cid35.00 [105.00-1275.00]	2.50	0.78
534700	3980	Predicted	4	45.088	3	1	0.46	3	326.8866	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 326.89@cid35.00 [75.00-995.00]	2.50	0.78
534700	3981	Predicted	4	41.782	4	1	0.50	4	364.4477	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 364.45@cid35.00 [90.00-1470.00]	2.50	0.78
534700	3982	Predicted	4	37.307	5	1	0.41	2	444.2545	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 444.76@cid35.00 [110.00-900.00]	2.50	0.78
534700	3983	Predicted	4	64.751	6	1	0.59	3	485.5949	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 485.59@cid35.00 [120.00-1470.00]	2.50	0.78
534700	3984	Predicted	4	100.000	7	1	0.73	4	350.9421	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 350.94@cid35.00 [85.00-1415.00]	2.50	0.74
534700	3985	Predicted	4	100.000	8	1	0.71	3	417.5651	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 417.57@cid35.00 [100.00-1265.00]	2.50	0.74
534700	3986	Predicted	4	100.000	9	1	0.70	2	625.8434	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 625.84@cid35.00 [160.00-1265.00]	2.49	0.82
534700	3987	Predicted	4	100.000	10	1	0.64	2	322.1908	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 322.19@cid35.00 [75.00-655.00]	2.49	0.82
534700	3988	Predicted	4	100.000	11	1	0.68	3	344.5319	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 344.53@cid35.00 [80.00-1045.00]	2.49	0.82
534700	3989	On	1	3.007	1	0	0.35	2	424.7883	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.49	0.78
534700	3990	Predicted	4	53.721	2	1	0.54	3	472.2829	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 472.28@cid35.00 [120.00-1430.00]	2.49	0.78
534700	3991	Predicted	4	85.387	3	1	0.64	2	631.8428	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 631.84@cid35.00 [160.00-1275.00]	2.49	0.78
534700	3992	Predicted	4	66.041	4	1	0.57	3	411.2310	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 411.57@cid35.00 [100.00-1245.00]	2.49	0.78
534700	3993	Predicted	4	100.000	5	1	0.67	3	307.5187	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 307.52@cid35.00 [70.00-935.00]	2.50	0.77
534700	3994	Predicted	4	100.000	6	1	0.70	3	389.8768	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 389.88@cid35.00 [95.00-1180.00]	2.50	0.77
534700	3995	Predicted	4	100.000	7	1	0.72	2	707.9199	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 707.92@cid35.00 [180.00-1430.00]	2.50	0.77
534700	3996	Predicted	4	100.000	8	1	0.72	3	451.2545	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 452.26@cid35.00 [110.00-1370.00]	2.49	0.83
534700	3997	Predicted	4	100.000	9	1	0.71	3	436.8999	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 436.90@cid35.00 [110.00-1325.00]	2.49	0.83
534700	3998	Predicted	4	100.000	10	1	0.69	3	366.8662	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 366.87@cid35.00 [90.00-1115.00]	2.50	0.79
534700	3999	Predicted	4	100.000	11	1	0.69	3	373.5649	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 373.90@cid35.00 [90.00-1135.00]	2.50	0.79
534700	4000	On	1	4.788	1	0	0.35	2	424.7882	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	0.79
534700	4001	Predicted	4	42.600	2	1	0.50	3	494.6185	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 494.62@cid35.00 [125.00-1495.00]	2.50	0.79
534700	4002	Predicted	4	45.248	3	1	0.54	3	560.9952	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 561.00@cid35.00 [140.00-1695.00]	2.49	0.80
534700	4003	Predicted	4	100.000	4	1	0.70	3	398.5535	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 398.55@cid35.00 [95.00-1210.00]	2.49	0.80
534700	4004	Predicted	4	100.000	5	1	0.67	3	314.5048	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 314.50@cid35.00 [75.00-955.00]	2.49	0.80
534700	4005	Predicted	4	100.000	6	1	0.69	2	597.3275	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 597.33@cid35.00 [150.00-1205.00]	2.50	0.77
534700	4006	Predicted	4	100.000	7	1	0.70	3	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 391.88@cid35.00 [95.00-1190.00]	2.50	0.77
534700	4007	Predicted	4	100.000	8	1	0.70	3	405.9051	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 405.91@cid35.00 [100.00-1230.00]	2.50	0.77
534700	4008	Predicted	4	100.000	9	1	0.72	3	450.9196	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 451.25@cid35.00 [110.00-1365.00]	2.50	0.83
534700	4009	Predicted	4	100.000	10	1	0.72	3	467.2502	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 467.25@cid35.00 [115.00-1415.00]	2.50	0.83
534700	4010	Predicted	4	100.000	11	1	0.73	3	476.6158	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 476.95@cid35.00 [120.00-1445.00]	2.50	0.81
534700	4011	On	1	5.795	1	0	0.35	2	424.7884	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	0.81
534700	4012	Predicted	4	21.227	2	1	0.36	2	498.8324	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 498.83@cid35.00 [125.00-1010.00]	2.50	0.81
534700	4013	Predicted	4	54.328	3	1	0.51	3	384.5459	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 384.55@cid35.00 [95.00-1165.00]	2.50	0.81
534700	4014	Predicted	4	96.848	4	1	0.68	3	378.5852	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 378.59@cid35.00 [90.00-1150.00]	2.50	0.77
534700	4015	Predicted	4	100.000	5	1	0.69	3	358.5576	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 358.56@cid35.00 [85.00-1090.00]	2.50	0.77
534700	4016	Predicted	4	100.000	6	1	0.68	2	537.3334	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 537.33@cid35.00 [135.00-1085.00]	2.50	0.77
534700	4017	Predicted	4	100.000	7	1	0.79	4	554.3000	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 554.30@cid35.00 [140.00-2000.00]	2.49	0.78
534700	4018	Predicted	4	100.000	8	1	0.70	3	381.5440	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 381.54@cid35.00 [95.00-1155.00]	2.49	0.78
534700	4019	Predicted	4	100.000	9	1	0.76	3	563.6487	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 563.98@cid35.00 [145.00-1705.00]	2.49	0.78
534700	4020	Predicted	4	100.000	10	1	0.70	3	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 386.52@cid35.00 [95.00-1170.00]	2.49	0.78
534700	4021	Predicted	4	100.000	11	1	0.73	3	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 490.92@cid35.00 [125.00-1485.00]	2.49	0.78
534700	4022	On	1	3.670	1	0	0.35	3	472.2826	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	0.75
534700	4023	Predicted	4	10.117	2	1	0.30	2	424.7885	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 424.79@cid35.00 [105.00-860.00]	2.50	0.75
534700	4024	Predicted	4	95.660	3	1	0.64	2	413.8019	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 413.80@cid35.00 [100.00-840.00]	2.50	0.75
534700	4025	Predicted	4	100.000	4	1	0.74	3	504.6498	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 504.98@cid35.00 [125.00-1525.00]	2.50	0.75
534700	4026	Predicted	4	100.000	5	1	0.74	3	506.9171	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 507.25@cid35.00 [125.00-1535.00]	2.50	0.78
534700	4027	Predicted	4	100.000	6	1	0.65	2	400.7576	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 400.76@cid35.00 [100.00-815.00]	2.50	0.78
534700	4028	Predicted	4	100.000	7	1	0.68	2	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 508.83@cid35.00 [130.00-1030.00]	2.50	0.78
534700	4029	Predicted	4	100.000	8	1	0.75	3	539.6422	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 539.64@cid35.00 [135.00-1630.00]	2.50	0.79
534700	4030	Predicted	4	100.000	9	1	0.72	3	442.8952	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 442.90@cid35.00 [110.00-1340.00]	2.50	0.79
534700	4031	Predicted	4	100.000	10	1	0.68	3	333.2252	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 333.23@cid35.00 [80.00-1010.00]	2.50	0.79
534700	4032	Predicted	4	100.000	11	1	0.73	3	490.2554	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 490.26@cid35.00 [120.00-1485.00]	2.50	0.79
534700	4033	On	1	3.120	1	0	0.35	3	472.2824	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	0.79
534700	4034	Predicted	4	11.550	2	1	0.38	4	364.4478	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 364.45@cid35.00 [90.00-1470.00]	2.50	0.81
534700	4035	Predicted	4	19.925	3	1	0.41	3	485.5951	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 485.60@cid35.00 [120.00-1470.00]	2.50	0.81
534700	4036	Predicted	4	53.186	4	1	0.52	3	402.2441	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 402.58@cid35.00 [100.00-1220.00]	2.50	0.81
534700	4037	Predicted	4	100.000	5	1	0.71	3	421.5640	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 421.56@cid35.00 [105.00-1275.00]	2.50	0.81
534700	4038	Predicted	4	100.000	6	1	0.70	3	405.2355	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 405.24@cid35.00 [100.00-1230.00]	2.50	0.79
534700	4039	Predicted	4	100.000	7	1	0.70	2	602.8632	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 602.86@cid35.00 [155.00-1220.00]	2.50	0.79
534700	4040	Predicted	4	100.000	8	1	0.68	3	344.1977	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 344.20@cid35.00 [80.00-1045.00]	2.50	0.79
534700	4041	Predicted	4	100.000	9	1	0.74	3	503.2726	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 503.94@cid35.00 [125.00-1525.00]	2.49	0.82
534700	4042	Predicted	4	100.000	10	1	0.74	3	503.2726	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 503.27@cid35.00 [125.00-1520.00]	2.49	0.82
534700	4043	Predicted	4	100.000	11	1	0.64	2	351.2245	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 351.22@cid35.00 [85.00-715.00]	2.50	0.80
534700	4044	On	1	6.151	1	0	0.35	2	413.8020	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	0.80
534700	4045	Predicted	4	6.252	2	1	0.35	3	472.2828	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 472.28@cid35.00 [120.00-1430.00]	2.50	0.80
534700	4046	Predicted	4	15.404	3	1	0.38	2	707.9201	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 707.92@cid35.00 [180.00-1430.00]	2.50	0.80
534700	4047	Predicted	4	9.534	4	1	0.42	3	738.7310	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 739.07@cid35.00 [190.00-2000.00]	2.50	0.80
534700	4048	Predicted	4	91.913	5	1	0.67	3	389.8776	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 389.88@cid35.00 [95.00-1180.00]	2.50	0.81
534700	4049	Predicted	4	100.000	6	1	0.67	3	307.5190	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 307.52@cid35.00 [70.00-935.00]	2.50	0.81
534700	4050	Predicted	4	100.000	7	1	0.69	2	558.2985	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 558.30@cid35.00 [140.00-1130.00]	2.50	0.81
534700	4051	Predicted	4	100.000	8	1	0.68	3	324.5470	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 324.55@cid35.00 [75.00-985.00]	2.50	0.78
534700	4052	Predicted	4	100.000	9	1	0.72	3	463.5480	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 463.55@cid35.00 [115.00-1405.00]	2.50	0.78
534700	4053	Predicted	4	100.000	10	1	0.66	2	445.7818	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 445.78@cid35.00 [110.00-905.00]	2.50	0.78
534700	4054	Predicted	4	100.000	11	1	0.71	3	411.2312	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 411.57@cid35.00 [100.00-1245.00]	2.50	0.80
534700	4055	On	1	4.252	1	0	0.35	2	413.8017	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	0.80
534700	4056	Predicted	4	59.198	2	1	0.57	3	494.6182	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 494.62@cid35.00 [125.00-1495.00]	2.50	0.80
534700	4057	Predicted	4	96.512	3	1	0.69	3	398.5533	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 398.55@cid35.00 [95.00-1210.00]	2.50	0.76
534700	4058	Predicted	4	97.487	4	1	0.66	2	468.2821	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 468.28@cid35.00 [115.00-950.00]	2.50	0.76
534700	4059	Predicted	4	99.867	5	1	0.67	3	312.5237	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 312.52@cid35.00 [75.00-950.00]	2.50	0.76
534700	4060	Predicted	4	100.000	6	1	0.67	3	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 314.50@cid35.00 [75.00-955.00]	2.50	0.81
534700	4061	Predicted	4	100.000	7	1	0.69	2	597.3276	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 597.33@cid35.00 [150.00-1205.00]	2.50	0.81
534700	4062	Predicted	4	100.000	8	1	0.72	3	457.2392	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 457.24@cid35.00 [115.00-1385.00]	2.50	0.81
534700	4063	Predicted	4	100.000	9	1	0.70	3	392.5840	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 392.58@cid35.00 [95.00-1190.00]	2.50	0.82
534700	4064	Predicted	4	100.000	10	1	0.68	2	541.3357	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 541.34@cid35.00 [135.00-1095.00]	2.50	0.82
534700	4065	Predicted	4	100.000	11	1	0.70	2	638.3419	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 638.84@cid35.00 [165.00-1290.00]	2.49	0.79
534700	4066	On	1	4.854	1	0	0.35	2	413.8019	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.49	0.79
534700	4067	Predicted	4	11.190	2	1	0.44	4	554.3004	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 554.30@cid35.00 [140.00-2000.00]	2.49	0.79
534700	4068	Predicted	4	34.535	3	1	0.43	3	384.5458	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 384.55@cid35.00 [95.00-1165.00]	2.49	0.79
534700	4069	Predicted	4	80.929	4	1	0.62	2	588.3735	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 588.37@cid35.00 [150.00-1190.00]	2.50	0.76
534700	4070	Predicted	4	100.000	5	1	0.70	3	378.5854	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 378.59@cid35.00 [90.00-1150.00]	2.50	0.76
534700	4071	Predicted	4	100.000	6	1	0.67	2	498.8323	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 498.83@cid35.00 [125.00-1010.00]	2.50	0.76
534700	4072	Predicted	4	100.000	7	1	0.70	3	381.5444	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 381.88@cid35.00 [95.00-1160.00]	2.50	0.81
534700	4073	Predicted	4	100.000	8	1	0.69	2	564.8187	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 564.82@cid35.00 [145.00-1140.00]	2.50	0.81
534700	4074	Predicted	4	100.000	9	1	0.72	3	448.9146	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 448.91@cid35.00 [110.00-1360.00]	2.50	0.81
534700	4075	Predicted	4	100.000	10	1	0.69	3	350.1715	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 350.17@cid35.00 [85.00-1065.00]	2.49	0.82
534700	4076	Predicted	4	100.000	11	1	0.70	3	407.9205	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 407.92@cid35.00 [100.00-1235.00]	2.49	0.82
534700	4077	On	1	3.841	1	0	0.35	2	424.7883	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.49	0.82
534700	4078	Predicted	4	15.557	2	1	0.32	2	413.8018	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 413.80@cid35.00 [100.00-840.00]	2.50	0.78
534700	4079	Predicted	4	75.834	3	1	0.56	2	424.7884	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 424.79@cid35.00 [105.00-860.00]	2.50	0.78
534700	4080	Predicted	4	91.075	4	1	0.66	3	372.8616	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 372.86@cid35.00 [90.00-1130.00]	2.50	0.78
534700	4081	Predicted	4	78.082	5	1	0.70	3	672.3646	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 672.36@cid35.00 [175.00-2000.00]	2.50	0.78
534700	4082	Predicted	4	70.569	6	1	0.55	2	447.2711	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 447.77@cid35.00 [110.00-910.00]	2.50	0.85
534700	4083	Predicted	4	100.000	7	1	0.72	3	465.5840	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 465.92@cid35.00 [115.00-1410.00]	2.50	0.85
534700	4084	Predicted	4	100.000	8	1	0.65	2	400.7577	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 400.76@cid35.00 [100.00-815.00]	2.49	0.79
534700	4085	Predicted	4	100.000	9	1	0.69	3	361.5357	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 361.54@cid35.00 [85.00-1095.00]	2.49	0.79
534700	4086	Predicted	4	100.000	10	1	0.74	3	507.9646	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 508.30@cid35.00 [125.00-1535.00]	2.49	0.79
534700	4087	Predicted	4	100.000	11	1	0.67	3	317.5231	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 317.52@cid35.00 [75.00-965.00]	2.50	0.75
534700	4088	On	1	4.656	1	0	0.35	2	413.8019	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	0.75
534700	4089	Predicted	4	35.672	2	1	0.48	4	364.4479	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 364.45@cid35.00 [90.00-1470.00]	2.50	0.75
534700	4090	Predicted	4	50.639	3	1	0.53	3	485.5952	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 485.60@cid35.00 [120.00-1470.00]	2.50	0.75
