ScanNumber	ScanTime	ScanType	ScanTypeName	PrecursorMz	ScanFilterText
8102	87.9269	2	CID-MSn	376.55	ITMS + c NSI d Full ms2 376.55@cid35.00 [90.00-1140.00]
8103	87.9391	2	CID-MSn	541.29	ITMS + c NSI d Full ms2 541.29@cid35.00 [135.00-1635.00]
8104	87.9521	2	CID-MSn	640.68	ITMS + c NSI d Full ms2 640.68@cid35.00 [165.00-1935.00]
8105	87.9657	2	CID-MSn	888.49	ITMS + c NSI d Full ms2 888.49@cid35.00 [230.00-1790.00]
8106	87.9789	2	CID-MSn	607	ITMS + c NSI d Full ms2 607.00@cid35.00 [155.00-1835.00]
8108	87.9982	2	CID-MSn	665.04	ITMS + c NSI d Full ms2 665.04@cid35.00 [170.00-2000.00]
8109	88.012	2	CID-MSn	561.34	ITMS + c NSI d Full ms2 561.34@cid35.00 [140.00-1695.00]
8110	88.0251	2	CID-MSn	611.31	ITMS + c NSI d Full ms2 611.31@cid35.00 [155.00-1845.00]
8111	88.0385	2	CID-MSn	509.64	ITMS + c NSI d Full ms2 509.64@cid35.00 [130.00-1540.00]
8112	88.0515	2	CID-MSn	701.38	ITMS + c NSI d Full ms2 701.38@cid35.00 [180.00-2000.00]
8113	88.0652	2	CID-MSn	698.08	ITMS + c NSI d Full ms2 698.08@cid35.00 [180.00-2000.00]
8114	88.079	2	CID-MSn	307.52	ITMS + c NSI d Full ms2 307.52@cid35.00 [70.00-935.00]
8115	88.0909	2	CID-MSn	877.97	ITMS + c NSI d Full ms2 877.97@cid35.00 [230.00-1770.00]
8116	88.1041	2	CID-MSn	384.54	ITMS + c NSI d Full ms2 384.54@cid35.00 [95.00-1165.00]
8117	88.1162	2	CID-MSn	633.7	ITMS + c NSI d Full ms2 633.70@cid35.00 [160.00-1915.00]
8119	88.1357	2	CID-MSn	587.82	ITMS + c NSI d Full ms2 587.82@cid35.00 [150.00-2000.00]
8120	88.1494	2	CID-MSn	748.38	ITMS + c NSI d Full ms2 748.38@cid35.00 [195.00-2000.00]
8121	88.1631	2	CID-MSn	949.46	ITMS + c NSI d Full ms2 949.46@cid35.00 [250.00-2000.00]
8122	88.1767	2	CID-MSn	622.85	ITMS + c NSI d Full ms2 622.85@cid35.00 [160.00-1260.00]
8123	88.1889	2	CID-MSn	733.07	ITMS + c NSI d Full ms2 733.07@cid35.00 [190.00-2000.00]
8124	88.2026	2	CID-MSn	811.43	ITMS + c NSI d Full ms2 811.43@cid35.00 [210.00-1635.00]
8125	88.2155	2	CID-MSn	718.41	ITMS + c NSI d Full ms2 718.41@cid35.00 [185.00-2000.00]
8126	88.2291	2	CID-MSn	822.46	ITMS + c NSI d Full ms2 822.46@cid35.00 [215.00-1655.00]
8127	88.2422	2	CID-MSn	906.48	ITMS + c NSI d Full ms2 906.48@cid35.00 [235.00-2000.00]
8128	88.2558	2	CID-MSn	633.03	ITMS + c NSI d Full ms2 633.03@cid35.00 [160.00-1910.00]
8130	88.2752	2	CID-MSn	585.32	ITMS + c NSI d Full ms2 585.32@cid35.00 [150.00-1770.00]
8131	88.2855	2	CID-MSn	712.1	ITMS + c NSI d Full ms2 712.10@cid35.00 [185.00-2000.00]
8132	88.2992	2	CID-MSn	887.46	ITMS + c NSI d Full ms2 887.46@cid35.00 [230.00-2000.00]
8133	88.3128	2	CID-MSn	696.04	ITMS + c NSI d Full ms2 696.04@cid35.00 [180.00-2000.00]
8134	88.3265	2	CID-MSn	596.32	ITMS + c NSI d Full ms2 596.32@cid35.00 [150.00-1800.00]
8135	88.3398	2	CID-MSn	898.21	ITMS + c NSI d Full ms2 898.21@cid35.00 [235.00-2000.00]
8136	88.3534	2	CID-MSn	806.78	ITMS + c NSI d Full ms2 806.78@cid35.00 [210.00-2000.00]
8137	88.367	2	CID-MSn	921.82	ITMS + c NSI d Full ms2 921.82@cid35.00 [240.00-2000.00]
8138	88.3806	2	CID-MSn	662.87	ITMS + c NSI d Full ms2 662.87@cid35.00 [170.00-1340.00]
8139	88.393	2	CID-MSn	786.77	ITMS + c NSI d Full ms2 786.77@cid35.00 [205.00-2000.00]
8141	88.4127	2	CID-MSn	886.79	ITMS + c NSI d Full ms2 886.79@cid35.00 [230.00-2000.00]
8142	88.4263	2	CID-MSn	532.31	ITMS + c NSI d Full ms2 532.31@cid35.00 [135.00-2000.00]
8143	88.4401	2	CID-MSn	837.47	ITMS + c NSI d Full ms2 837.47@cid35.00 [220.00-2000.00]
8144	88.4537	2	CID-MSn	671.37	ITMS + c NSI d Full ms2 671.37@cid35.00 [170.00-2000.00]
8145	88.4675	2	CID-MSn	692.38	ITMS + c NSI d Full ms2 692.38@cid35.00 [180.00-2000.00]
8146	88.4812	2	CID-MSn	656.35	ITMS + c NSI d Full ms2 656.35@cid35.00 [170.00-1980.00]
8147	88.4948	2	CID-MSn	680.12	ITMS + c NSI d Full ms2 680.12@cid35.00 [175.00-2000.00]
8148	88.5085	2	CID-MSn	729.4	ITMS + c NSI d Full ms2 729.40@cid35.00 [190.00-2000.00]
8149	88.5223	2	CID-MSn	565.68	ITMS + c NSI d Full ms2 565.68@cid35.00 [145.00-1710.00]
8150	88.5355	2	CID-MSn	541.63	ITMS + c NSI d Full ms2 541.63@cid35.00 [135.00-1635.00]
8152	88.5544	2	CID-MSn	611.65	ITMS + c NSI d Full ms2 611.65@cid35.00 [155.00-1845.00]
8153	88.5678	2	CID-MSn	698.42	ITMS + c NSI d Full ms2 698.42@cid35.00 [180.00-2000.00]
8154	88.5817	2	CID-MSn	376.55	ITMS + c NSI d Full ms2 376.55@cid35.00 [90.00-1140.00]
8155	88.5938	2	CID-MSn	678.05	ITMS + c NSI d Full ms2 678.05@cid35.00 [175.00-2000.00]
8156	88.6076	2	CID-MSn	561.34	ITMS + c NSI d Full ms2 561.34@cid35.00 [140.00-1695.00]
8157	88.6207	2	CID-MSn	517.32	ITMS + c NSI d Full ms2 517.32@cid35.00 [130.00-1565.00]
8158	88.6336	2	CID-MSn	889.5	ITMS + c NSI d Full ms2 889.50@cid35.00 [230.00-1790.00]
8160	88.6529	2	CID-MSn	587.57	ITMS + c NSI d Full ms2 587.57@cid35.00 [150.00-2000.00]
8161	88.6666	2	CID-MSn	881.43	ITMS + c NSI d Full ms2 881.43@cid35.00 [230.00-2000.00]
8162	88.6802	2	CID-MSn	509.64	ITMS + c NSI d Full ms2 509.64@cid35.00 [130.00-1540.00]
8163	88.693	2	CID-MSn	847.44	ITMS + c NSI d Full ms2 847.44@cid35.00 [220.00-1705.00]
8164	88.7061	2	CID-MSn	701.04	ITMS + c NSI d Full ms2 701.04@cid35.00 [180.00-2000.00]
8165	88.7198	2	CID-MSn	781.1	ITMS + c NSI d Full ms2 781.10@cid35.00 [205.00-2000.00]
8166	88.7334	2	CID-MSn	718.06	ITMS + c NSI d Full ms2 718.06@cid35.00 [185.00-2000.00]
8167	88.7471	2	CID-MSn	957.81	ITMS + c NSI d Full ms2 957.81@cid35.00 [250.00-2000.00]
8168	88.7608	2	CID-MSn	623.35	ITMS + c NSI d Full ms2 623.35@cid35.00 [160.00-2000.00]
8169	88.7745	2	CID-MSn	910.48	ITMS + c NSI d Full ms2 910.48@cid35.00 [240.00-2000.00]
8171	88.794	2	CID-MSn	585.32	ITMS + c NSI d Full ms2 585.32@cid35.00 [150.00-1770.00]
8172	88.8038	2	CID-MSn	712.35	ITMS + c NSI d Full ms2 712.35@cid35.00 [185.00-2000.00]
8173	88.8175	2	CID-MSn	733.41	ITMS + c NSI d Full ms2 733.41@cid35.00 [190.00-2000.00]
8174	88.8312	2	CID-MSn	640.68	ITMS + c NSI d Full ms2 640.68@cid35.00 [165.00-1935.00]
8175	88.8448	2	CID-MSn	898.21	ITMS + c NSI d Full ms2 898.21@cid35.00 [235.00-2000.00]
8176	88.8584	2	CID-MSn	596.32	ITMS + c NSI d Full ms2 596.32@cid35.00 [150.00-1800.00]
8177	88.8717	2	CID-MSn	877.97	ITMS + c NSI d Full ms2 877.97@cid35.00 [230.00-1770.00]
8178	88.8848	2	CID-MSn	960.19	ITMS + c NSI d Full ms2 960.19@cid35.00 [250.00-2000.00]
8179	88.8983	2	CID-MSn	631.34	ITMS + c NSI d Full ms2 631.34@cid35.00 [160.00-1905.00]
8181	88.9177	2	CID-MSn	695.71	ITMS + c NSI d Full ms2 695.71@cid35.00 [180.00-2000.00]
8182	88.9316	2	CID-MSn	671.7	ITMS + c NSI d Full ms2 671.70@cid35.00 [170.00-2000.00]
8183	88.9453	2	CID-MSn	748.38	ITMS + c NSI d Full ms2 748.38@cid35.00 [195.00-2000.00]
8184	88.959	2	CID-MSn	541.29	ITMS + c NSI d Full ms2 541.29@cid35.00 [135.00-1635.00]
8185	88.972	2	CID-MSn	726.08	ITMS + c NSI d Full ms2 726.08@cid35.00 [185.00-2000.00]
8186	88.9857	2	CID-MSn	822.71	ITMS + c NSI d Full ms2 822.71@cid35.00 [215.00-2000.00]
8187	88.9994	2	CID-MSn	565.67	ITMS + c NSI d Full ms2 565.67@cid35.00 [145.00-1710.00]
8188	89.0125	2	CID-MSn	806.79	ITMS + c NSI d Full ms2 806.79@cid35.00 [210.00-2000.00]
8189	89.0262	2	CID-MSn	692.71	ITMS + c NSI d Full ms2 692.71@cid35.00 [180.00-2000.00]
8190	89.0399	2	CID-MSn	663.37	ITMS + c NSI d Full ms2 663.37@cid35.00 [170.00-1340.00]
8192	89.0583	2	CID-MSn	665.04	ITMS + c NSI d Full ms2 665.04@cid35.00 [170.00-2000.00]
8193	89.072	2	CID-MSn	837.14	ITMS + c NSI d Full ms2 837.14@cid35.00 [220.00-2000.00]
8194	89.0856	2	CID-MSn	949.79	ITMS + c NSI d Full ms2 949.79@cid35.00 [250.00-2000.00]
8195	89.0993	2	CID-MSn	508.79	ITMS + c NSI d Full ms2 508.79@cid35.00 [130.00-1030.00]
8197	89.1174	2	CID-MSn	430.89	ITMS + c NSI d Full ms2 430.89@cid35.00 [105.00-2000.00]
8198	89.1312	2	CID-MSn	680.37	ITMS + c NSI d Full ms2 680.37@cid35.00 [175.00-2000.00]
8199	89.1449	2	CID-MSn	811.43	ITMS + c NSI d Full ms2 811.43@cid35.00 [210.00-1635.00]
8200	89.1578	2	CID-MSn	633.36	ITMS + c NSI d Full ms2 633.36@cid35.00 [160.00-1915.00]
8201	89.1714	2	CID-MSn	916.46	ITMS + c NSI d Full ms2 916.46@cid35.00 [240.00-1845.00]
8202	89.1846	2	CID-MSn	741.71	ITMS + c NSI d Full ms2 741.71@cid35.00 [190.00-2000.00]
8203	89.1983	2	CID-MSn	561.34	ITMS + c NSI d Full ms2 561.34@cid35.00 [140.00-1695.00]
8204	89.2115	2	CID-MSn	786.77	ITMS + c NSI d Full ms2 786.77@cid35.00 [205.00-2000.00]
8205	89.2251	2	CID-MSn	611.31	ITMS + c NSI d Full ms2 611.31@cid35.00 [155.00-1845.00]
8206	89.2385	2	CID-MSn	889.5	ITMS + c NSI d Full ms2 889.50@cid35.00 [230.00-1790.00]
8208	89.2578	2	CID-MSn	701.71	ITMS + c NSI d Full ms2 701.71@cid35.00 [180.00-2000.00]
8209	89.2716	2	CID-MSn	490.3	ITMS + c NSI d Full ms2 490.30@cid35.00 [120.00-1485.00]
8210	89.2844	2	CID-MSn	384.88	ITMS + c NSI d Full ms2 384.88@cid35.00 [95.00-1165.00]
8211	89.2966	2	CID-MSn	907.15	ITMS + c NSI d Full ms2 907.15@cid35.00 [235.00-2000.00]
8212	89.3102	2	CID-MSn	487.01	ITMS + c NSI d Full ms2 487.01@cid35.00 [120.00-1475.00]
8213	89.3229	2	CID-MSn	906.48	ITMS + c NSI d Full ms2 906.48@cid35.00 [235.00-2000.00]
8215	89.3426	2	CID-MSn	585.32	ITMS + c NSI d Full ms2 585.32@cid35.00 [150.00-1770.00]
8216	89.3527	2	CID-MSn	712.35	ITMS + c NSI d Full ms2 712.35@cid35.00 [185.00-2000.00]
8217	89.3665	2	CID-MSn	596.32	ITMS + c NSI d Full ms2 596.32@cid35.00 [150.00-1800.00]
8218	89.3798	2	CID-MSn	698.08	ITMS + c NSI d Full ms2 698.08@cid35.00 [180.00-2000.00]
8219	89.3935	2	CID-MSn	733.41	ITMS + c NSI d Full ms2 733.41@cid35.00 [190.00-2000.00]
8220	89.4071	2	CID-MSn	921.16	ITMS + c NSI d Full ms2 921.16@cid35.00 [240.00-2000.00]
8221	89.4208	2	CID-MSn	780.77	ITMS + c NSI d Full ms2 780.77@cid35.00 [200.00-2000.00]
8222	89.4344	2	CID-MSn	877.47	ITMS + c NSI d Full ms2 877.47@cid35.00 [230.00-1765.00]
8223	89.4476	2	CID-MSn	868.44	ITMS + c NSI d Full ms2 868.44@cid35.00 [225.00-2000.00]
8224	89.4612	2	CID-MSn	762.72	ITMS + c NSI d Full ms2 762.72@cid35.00 [195.00-2000.00]
8226	89.4807	2	CID-MSn	587.32	ITMS + c NSI d Full ms2 587.32@cid35.00 [150.00-2000.00]
8227	89.4946	2	CID-MSn	541.63	ITMS + c NSI d Full ms2 541.63@cid35.00 [135.00-1635.00]
8228	89.5076	2	CID-MSn	640.35	ITMS + c NSI d Full ms2 640.35@cid35.00 [165.00-1935.00]
8229	89.5212	2	CID-MSn	566.01	ITMS + c NSI d Full ms2 566.01@cid35.00 [145.00-1710.00]
8230	89.5344	2	CID-MSn	881.76	ITMS + c NSI d Full ms2 881.76@cid35.00 [230.00-2000.00]
8231	89.548	2	CID-MSn	671.7	ITMS + c NSI d Full ms2 671.70@cid35.00 [170.00-2000.00]
8232	89.5617	2	CID-MSn	958.14	ITMS + c NSI d Full ms2 958.14@cid35.00 [250.00-2000.00]
8233	89.5752	2	CID-MSn	748.38	ITMS + c NSI d Full ms2 748.38@cid35.00 [195.00-2000.00]
8234	89.5889	2	CID-MSn	692.38	ITMS + c NSI d Full ms2 692.38@cid35.00 [180.00-2000.00]
8235	89.6026	2	CID-MSn	897.95	ITMS + c NSI d Full ms2 897.95@cid35.00 [235.00-1810.00]
8237	89.6219	2	CID-MSn	611.65	ITMS + c NSI d Full ms2 611.65@cid35.00 [155.00-1845.00]
8238	89.6353	2	CID-MSn	696.04	ITMS + c NSI d Full ms2 696.04@cid35.00 [180.00-2000.00]
8239	89.649	2	CID-MSn	807.45	ITMS + c NSI d Full ms2 807.45@cid35.00 [210.00-2000.00]
8240	89.6626	2	CID-MSn	822.7	ITMS + c NSI d Full ms2 822.70@cid35.00 [215.00-1660.00]
8241	89.6756	2	CID-MSn	665.04	ITMS + c NSI d Full ms2 665.04@cid35.00 [170.00-2000.00]
8242	89.6895	2	CID-MSn	837.47	ITMS + c NSI d Full ms2 837.47@cid35.00 [220.00-2000.00]
8243	89.7032	2	CID-MSn	726.08	ITMS + c NSI d Full ms2 726.08@cid35.00 [185.00-2000.00]
8244	89.7168	2	CID-MSn	950.13	ITMS + c NSI d Full ms2 950.13@cid35.00 [250.00-2000.00]
8245	89.7304	2	CID-MSn	626.68	ITMS + c NSI d Full ms2 626.68@cid35.00 [160.00-2000.00]
8246	89.7441	2	CID-MSn	806.78	ITMS + c NSI d Full ms2 806.78@cid35.00 [210.00-2000.00]
8248	89.7638	2	CID-MSn	783.09	ITMS + c NSI d Full ms2 783.09@cid35.00 [205.00-2000.00]
8249	89.7774	2	CID-MSn	701.38	ITMS + c NSI d Full ms2 701.38@cid35.00 [180.00-2000.00]
8250	89.7912	2	CID-MSn	924.48	ITMS + c NSI d Full ms2 924.48@cid35.00 [240.00-2000.00]
8251	89.8048	2	CID-MSn	949.47	ITMS + c NSI d Full ms2 949.47@cid35.00 [250.00-2000.00]
8252	89.8183	2	CID-MSn	786.77	ITMS + c NSI d Full ms2 786.77@cid35.00 [205.00-2000.00]
8253	89.8319	2	CID-MSn	906.82	ITMS + c NSI d Full ms2 906.82@cid35.00 [235.00-2000.00]
8254	89.8455	2	CID-MSn	792.42	ITMS + c NSI d Full ms2 792.42@cid35.00 [205.00-1595.00]
8255	89.8584	2	CID-MSn	666.96	ITMS + c NSI d Full ms2 666.96@cid35.00 [170.00-1345.00]
8257	89.8767	2	CID-MSn	585.32	ITMS + c NSI d Full ms2 585.32@cid35.00 [150.00-1770.00]
8258	89.8875	2	CID-MSn	712.6	ITMS + c NSI d Full ms2 712.60@cid35.00 [185.00-2000.00]
8259	89.9013	2	CID-MSn	596.32	ITMS + c NSI d Full ms2 596.32@cid35.00 [150.00-1800.00]
8260	89.9146	2	CID-MSn	622.85	ITMS + c NSI d Full ms2 622.85@cid35.00 [160.00-1260.00]
8261	89.9269	2	CID-MSn	733.41	ITMS + c NSI d Full ms2 733.41@cid35.00 [190.00-2000.00]
8262	89.9405	2	CID-MSn	877.47	ITMS + c NSI d Full ms2 877.47@cid35.00 [230.00-1765.00]
8263	89.9537	2	CID-MSn	570.46	ITMS + c NSI d Full ms2 570.46@cid35.00 [145.00-1155.00]
8264	89.9658	2	CID-MSn	626.01	ITMS + c NSI d Full ms2 626.01@cid35.00 [160.00-1890.00]
8265	89.9794	2	CID-MSn	781.44	ITMS + c NSI d Full ms2 781.44@cid35.00 [205.00-2000.00]
8266	89.993	2	CID-MSn	867.93	ITMS + c NSI d Full ms2 867.93@cid35.00 [225.00-1750.00]
8268	90.0119	2	CID-MSn	509.98	ITMS + c NSI d Full ms2 509.98@cid35.00 [130.00-1540.00]
8269	90.0248	2	CID-MSn	748.71	ITMS + c NSI d Full ms2 748.71@cid35.00 [195.00-2000.00]
8270	90.0384	2	CID-MSn	698.42	ITMS + c NSI d Full ms2 698.42@cid35.00 [180.00-2000.00]
8271	90.0522	2	CID-MSn	680.37	ITMS + c NSI d Full ms2 680.37@cid35.00 [175.00-2000.00]
8272	90.0659	2	CID-MSn	587.57	ITMS + c NSI d Full ms2 587.57@cid35.00 [150.00-1190.00]
8273	90.078	2	CID-MSn	640.68	ITMS + c NSI d Full ms2 640.68@cid35.00 [165.00-1935.00]
8274	90.0916	2	CID-MSn	697.75	ITMS + c NSI d Full ms2 697.75@cid35.00 [180.00-2000.00]
8275	90.1053	2	CID-MSn	748.04	ITMS + c NSI d Full ms2 748.04@cid35.00 [195.00-2000.00]
8276	90.119	2	CID-MSn	888.99	ITMS + c NSI d Full ms2 888.99@cid35.00 [230.00-1790.00]
8277	90.1321	2	CID-MSn	654.03	ITMS + c NSI d Full ms2 654.03@cid35.00 [170.00-1975.00]
8279	90.1517	2	CID-MSn	806.78	ITMS + c NSI d Full ms2 806.78@cid35.00 [210.00-2000.00]
8280	90.1653	2	CID-MSn	541.63	ITMS + c NSI d Full ms2 541.63@cid35.00 [135.00-1635.00]
8281	90.1784	2	CID-MSn	611.31	ITMS + c NSI d Full ms2 611.31@cid35.00 [155.00-1845.00]
8282	90.1918	2	CID-MSn	780.77	ITMS + c NSI d Full ms2 780.77@cid35.00 [200.00-2000.00]
8283	90.2054	2	CID-MSn	918.51	ITMS + c NSI d Full ms2 918.51@cid35.00 [240.00-2000.00]
8284	90.219	2	CID-MSn	837.14	ITMS + c NSI d Full ms2 837.14@cid35.00 [220.00-2000.00]
8285	90.2326	2	CID-MSn	812.42	ITMS + c NSI d Full ms2 812.42@cid35.00 [210.00-1635.00]
8286	90.2455	2	CID-MSn	535.95	ITMS + c NSI d Full ms2 535.95@cid35.00 [135.00-1620.00]
8287	90.2585	2	CID-MSn	684.4	ITMS + c NSI d Full ms2 684.40@cid35.00 [175.00-2000.00]
8288	90.2723	2	CID-MSn	741.37	ITMS + c NSI d Full ms2 741.37@cid35.00 [190.00-2000.00]
8290	90.2919	2	CID-MSn	897.96	ITMS + c NSI d Full ms2 897.96@cid35.00 [235.00-2000.00]
8291	90.3054	2	CID-MSn	644.45	ITMS + c NSI d Full ms2 644.45@cid35.00 [165.00-1300.00]
8292	90.3179	2	CID-MSn	916.46	ITMS + c NSI d Full ms2 916.46@cid35.00 [240.00-2000.00]
8293	90.3315	2	CID-MSn	532.31	ITMS + c NSI d Full ms2 532.31@cid35.00 [135.00-2000.00]
8294	90.3453	2	CID-MSn	674.98	ITMS + c NSI d Full ms2 674.98@cid35.00 [175.00-1360.00]
8295	90.3577	2	CID-MSn	950.84	ITMS + c NSI d Full ms2 950.84@cid35.00 [250.00-2000.00]
8296	90.3713	2	CID-MSn	640.01	ITMS + c NSI d Full ms2 640.01@cid35.00 [165.00-1935.00]
8297	90.3849	2	CID-MSn	666.46	ITMS + c NSI d Full ms2 666.46@cid35.00 [170.00-1345.00]
8298	90.3973	2	CID-MSn	811.43	ITMS + c NSI d Full ms2 811.43@cid35.00 [210.00-1635.00]
8300	90.4158	2	CID-MSn	585.32	ITMS + c NSI d Full ms2 585.32@cid35.00 [150.00-1770.00]
8301	90.4256	2	CID-MSn	635.44	ITMS + c NSI d Full ms2 635.44@cid35.00 [160.00-1285.00]
8302	90.4379	2	CID-MSn	652.97	ITMS + c NSI d Full ms2 652.97@cid35.00 [165.00-1320.00]
8304	90.4564	2	CID-MSn	696.04	ITMS + c NSI d Full ms2 696.04@cid35.00 [180.00-2000.00]
8305	90.4701	2	CID-MSn	712.35	ITMS + c NSI d Full ms2 712.35@cid35.00 [185.00-2000.00]
8306	90.4838	2	CID-MSn	921.82	ITMS + c NSI d Full ms2 921.82@cid35.00 [240.00-2000.00]
8307	90.4975	2	CID-MSn	663.38	ITMS + c NSI d Full ms2 663.38@cid35.00 [170.00-1340.00]
8308	90.5098	2	CID-MSn	729.4	ITMS + c NSI d Full ms2 729.40@cid35.00 [190.00-2000.00]
8309	90.5238	2	CID-MSn	623.35	ITMS + c NSI d Full ms2 623.35@cid35.00 [160.00-1260.00]
8310	90.5361	2	CID-MSn	561.68	ITMS + c NSI d Full ms2 561.68@cid35.00 [140.00-1700.00]
8311	90.5492	2	CID-MSn	924.18	ITMS + c NSI d Full ms2 924.18@cid35.00 [240.00-2000.00]
8312	90.5628	2	CID-MSn	823.21	ITMS + c NSI d Full ms2 823.21@cid35.00 [215.00-1660.00]
8314	90.5816	2	CID-MSn	671.7	ITMS + c NSI d Full ms2 671.70@cid35.00 [170.00-2000.00]
8315	90.5953	2	CID-MSn	733.41	ITMS + c NSI d Full ms2 733.41@cid35.00 [190.00-2000.00]
8316	90.6091	2	CID-MSn	698.08	ITMS + c NSI d Full ms2 698.08@cid35.00 [180.00-2000.00]
8317	90.6227	2	CID-MSn	748.04	ITMS + c NSI d Full ms2 748.04@cid35.00 [195.00-2000.00]
8318	90.6364	2	CID-MSn	773.41	ITMS + c NSI d Full ms2 773.41@cid35.00 [200.00-2000.00]
8320	90.6564	2	CID-MSn	376.21	ITMS + c NSI d Full ms2 376.21@cid35.00 [90.00-1140.00]
8321	90.6686	2	CID-MSn	665.04	ITMS + c NSI d Full ms2 665.04@cid35.00 [170.00-2000.00]
8322	90.6823	2	CID-MSn	918.51	ITMS + c NSI d Full ms2 918.51@cid35.00 [240.00-2000.00]
8323	90.6959	2	CID-MSn	611.65	ITMS + c NSI d Full ms2 611.65@cid35.00 [155.00-1845.00]
8324	90.7093	2	CID-MSn	781.44	ITMS + c NSI d Full ms2 781.44@cid35.00 [205.00-2000.00]
8325	90.723	2	CID-MSn	596.66	ITMS + c NSI d Full ms2 596.66@cid35.00 [150.00-1800.00]
8326	90.7363	2	CID-MSn	958.14	ITMS + c NSI d Full ms2 958.14@cid35.00 [250.00-2000.00]
8327	90.7498	2	CID-MSn	910.14	ITMS + c NSI d Full ms2 910.14@cid35.00 [240.00-2000.00]
8328	90.7634	2	CID-MSn	659.88	ITMS + c NSI d Full ms2 659.88@cid35.00 [170.00-1330.00]
8329	90.7758	2	CID-MSn	807.12	ITMS + c NSI d Full ms2 807.12@cid35.00 [210.00-2000.00]
8331	90.7953	2	CID-MSn	701.04	ITMS + c NSI d Full ms2 701.04@cid35.00 [180.00-2000.00]
8332	90.809	2	CID-MSn	692.71	ITMS + c NSI d Full ms2 692.71@cid35.00 [180.00-2000.00]
8333	90.8227	2	CID-MSn	587.82	ITMS + c NSI d Full ms2 587.82@cid35.00 [150.00-2000.00]
8334	90.8366	2	CID-MSn	462.15	ITMS + c NSI d Full ms2 462.15@cid35.00 [115.00-1400.00]
8335	90.8492	2	CID-MSn	752.41	ITMS + c NSI d Full ms2 752.41@cid35.00 [195.00-2000.00]
8336	90.8629	2	CID-MSn	780.78	ITMS + c NSI d Full ms2 780.78@cid35.00 [200.00-2000.00]
8338	90.8826	2	CID-MSn	626.35	ITMS + c NSI d Full ms2 626.35@cid35.00 [160.00-1890.00]
8339	90.8961	2	CID-MSn	898.46	ITMS + c NSI d Full ms2 898.46@cid35.00 [235.00-2000.00]
8340	90.9097	2	CID-MSn	621.93	ITMS + c NSI d Full ms2 621.93@cid35.00 [160.00-1255.00]
8341	90.922	2	CID-MSn	565.67	ITMS + c NSI d Full ms2 565.67@cid35.00 [145.00-1710.00]
8342	90.9352	2	CID-MSn	643.95	ITMS + c NSI d Full ms2 643.95@cid35.00 [165.00-1300.00]
8343	90.9475	2	CID-MSn	541.62	ITMS + c NSI d Full ms2 541.62@cid35.00 [135.00-1635.00]
8344	90.9605	2	CID-MSn	877.97	ITMS + c NSI d Full ms2 877.97@cid35.00 [230.00-1770.00]
8345	90.9737	2	CID-MSn	764.4	ITMS + c NSI d Full ms2 764.40@cid35.00 [200.00-2000.00]
8347	90.9935	2	CID-MSn	585.32	ITMS + c NSI d Full ms2 585.32@cid35.00 [150.00-1770.00]
8348	91.0045	2	CID-MSn	712.1	ITMS + c NSI d Full ms2 712.10@cid35.00 [185.00-2000.00]
8349	91.0182	2	CID-MSn	695.71	ITMS + c NSI d Full ms2 695.71@cid35.00 [180.00-2000.00]
8350	91.0318	2	CID-MSn	837.47	ITMS + c NSI d Full ms2 837.47@cid35.00 [220.00-2000.00]
8351	91.0455	2	CID-MSn	652.46	ITMS + c NSI d Full ms2 652.46@cid35.00 [165.00-1315.00]
8352	91.0578	2	CID-MSn	630.45	ITMS + c NSI d Full ms2 630.45@cid35.00 [160.00-1275.00]
8353	91.0701	2	CID-MSn	786.77	ITMS + c NSI d Full ms2 786.77@cid35.00 [205.00-2000.00]
8354	91.0837	2	CID-MSn	680.12	ITMS + c NSI d Full ms2 680.12@cid35.00 [175.00-1375.00]
8355	91.0962	2	CID-MSn	916.97	ITMS + c NSI d Full ms2 916.97@cid35.00 [240.00-1845.00]
8357	91.1152	2	CID-MSn	949.46	ITMS + c NSI d Full ms2 949.46@cid35.00 [250.00-2000.00]
8358	91.1288	2	CID-MSn	635.43	ITMS + c NSI d Full ms2 635.43@cid35.00 [160.00-1285.00]
8359	91.1411	2	CID-MSn	671.7	ITMS + c NSI d Full ms2 671.70@cid35.00 [170.00-2000.00]
8360	91.1548	2	CID-MSn	822.7	ITMS + c NSI d Full ms2 822.70@cid35.00 [215.00-2000.00]
8362	91.1748	2	CID-MSn	611.31	ITMS + c NSI d Full ms2 611.31@cid35.00 [155.00-1845.00]
8363	91.1882	2	CID-MSn	665.04	ITMS + c NSI d Full ms2 665.04@cid35.00 [170.00-2000.00]
8364	91.2019	2	CID-MSn	924.82	ITMS + c NSI d Full ms2 924.82@cid35.00 [240.00-2000.00]
8365	91.2155	2	CID-MSn	641.02	ITMS + c NSI d Full ms2 641.02@cid35.00 [165.00-1935.00]
8366	91.229	2	CID-MSn	921.48	ITMS + c NSI d Full ms2 921.48@cid35.00 [240.00-2000.00]
8368	91.2489	2	CID-MSn	725.75	ITMS + c NSI d Full ms2 725.75@cid35.00 [185.00-2000.00]
8369	91.2625	2	CID-MSn	596.32	ITMS + c NSI d Full ms2 596.32@cid35.00 [150.00-1800.00]
8370	91.2758	2	CID-MSn	847.44	ITMS + c NSI d Full ms2 847.44@cid35.00 [220.00-1705.00]
8371	91.2889	2	CID-MSn	697.75	ITMS + c NSI d Full ms2 697.75@cid35.00 [180.00-2000.00]
