ScanNumber	ScanTime	ScanType	ScanTypeName	PrecursorMz	ScanFilterText
2	0.0101	2	CID-MSn	307.86	ITMS + c NSI d Full ms2 307.86@cid35.00 [70.00-935.00]
3	0.0219	2	CID-MSn	522.8	ITMS + c NSI d Full ms2 522.80@cid35.00 [130.00-1060.00]
4	0.0338	2	CID-MSn	528.6	ITMS + c NSI d Full ms2 528.60@cid35.00 [135.00-1600.00]
8	0.0664	2	CID-MSn	388.71	ITMS + c NSI d Full ms2 388.71@cid35.00 [95.00-790.00]
20	0.1508	2	CID-MSn	684.21	ITMS + c NSI d Full ms2 684.21@cid35.00 [175.00-1380.00]
29	0.2168	2	CID-MSn	323.19	ITMS + c NSI d Full ms2 323.19@cid35.00 [75.00-1950.00]
31	0.2373	2	CID-MSn	313.31	ITMS + c NSI d Full ms2 313.31@cid35.00 [75.00-1890.00]
33	0.2575	2	CID-MSn	343.93	ITMS + c NSI d Full ms2 343.93@cid35.00 [80.00-700.00]
49	0.3692	2	CID-MSn	379.29	ITMS + c NSI d Full ms2 379.29@cid35.00 [90.00-770.00]
59	0.4405	2	CID-MSn	339.96	ITMS + c NSI d Full ms2 339.96@cid35.00 [80.00-690.00]
71	0.5249	2	CID-MSn	307.86	ITMS + c NSI d Full ms2 307.86@cid35.00 [70.00-935.00]
77	0.5701	2	CID-MSn	388.71	ITMS + c NSI d Full ms2 388.71@cid35.00 [95.00-790.00]
90	0.6612	2	CID-MSn	490.18	ITMS + c NSI d Full ms2 490.18@cid35.00 [120.00-1485.00]
96	0.7073	2	CID-MSn	531.84	ITMS + c NSI d Full ms2 531.84@cid35.00 [135.00-1075.00]
100	0.7393	2	CID-MSn	546.86	ITMS + c NSI d Full ms2 546.86@cid35.00 [140.00-1105.00]
115	0.844	2	CID-MSn	538.17	ITMS + c NSI d Full ms2 538.17@cid35.00 [135.00-1090.00]
118	0.8691	2	CID-MSn	421.83	ITMS + c NSI d Full ms2 421.83@cid35.00 [105.00-855.00]
127	0.9332	2	CID-MSn	313.31	ITMS + c NSI d Full ms2 313.31@cid35.00 [75.00-1890.00]
129	0.9533	2	CID-MSn	650.83	ITMS + c NSI d Full ms2 650.83@cid35.00 [165.00-1315.00]
133	0.9853	2	CID-MSn	610.19	ITMS + c NSI d Full ms2 610.19@cid35.00 [155.00-1845.00]
134	0.9987	2	CID-MSn	730.87	ITMS + c NSI d Full ms2 730.87@cid35.00 [190.00-1475.00]
140	1.0435	2	CID-MSn	543.31	ITMS + c NSI d Full ms2 543.31@cid35.00 [135.00-1100.00]
142	1.0619	2	CID-MSn	602.31	ITMS + c NSI d Full ms2 602.31@cid35.00 [155.00-1215.00]
145	1.087	2	CID-MSn	738.78	ITMS + c NSI d Full ms2 738.78@cid35.00 [190.00-1490.00]
146	1.0997	2	CID-MSn	436.88	ITMS + c NSI d Full ms2 436.88@cid35.00 [110.00-885.00]
148	1.1177	2	CID-MSn	454.87	ITMS + c NSI d Full ms2 454.87@cid35.00 [115.00-920.00]
158	1.1879	2	CID-MSn	385.24	ITMS + c NSI d Full ms2 385.24@cid35.00 [95.00-1170.00]
162	1.2196	2	CID-MSn	434.89	ITMS + c NSI d Full ms2 434.89@cid35.00 [105.00-880.00]
163	1.2312	2	CID-MSn	757.24	ITMS + c NSI d Full ms2 757.24@cid35.00 [195.00-1525.00]
166	1.2571	2	CID-MSn	309.21	ITMS + c NSI d Full ms2 309.21@cid35.00 [75.00-1250.00]
173	1.3082	2	CID-MSn	703.28	ITMS + c NSI d Full ms2 703.28@cid35.00 [180.00-1420.00]
181	1.3663	2	CID-MSn	456.87	ITMS + c NSI d Full ms2 456.87@cid35.00 [115.00-1385.00]
186	1.4048	2	CID-MSn	600.78	ITMS + c NSI d Full ms2 600.78@cid35.00 [155.00-1215.00]
192	1.4498	2	CID-MSn	393.91	ITMS + c NSI d Full ms2 393.91@cid35.00 [95.00-800.00]
193	1.4612	2	CID-MSn	788.46	ITMS + c NSI d Full ms2 788.46@cid35.00 [205.00-2000.00]
196	1.4877	2	CID-MSn	798.28	ITMS + c NSI d Full ms2 798.28@cid35.00 [205.00-1610.00]
200	1.5202	2	CID-MSn	546.87	ITMS + c NSI d Full ms2 546.87@cid35.00 [140.00-1105.00]
203	1.5452	2	CID-MSn	313.31	ITMS + c NSI d Full ms2 313.31@cid35.00 [75.00-1890.00]
206	1.5719	2	CID-MSn	745.78	ITMS + c NSI d Full ms2 745.78@cid35.00 [195.00-1505.00]
208	1.5912	2	CID-MSn	541.35	ITMS + c NSI d Full ms2 541.35@cid35.00 [135.00-1095.00]
210	1.6095	2	CID-MSn	752.29	ITMS + c NSI d Full ms2 752.29@cid35.00 [195.00-1515.00]
214	1.6413	2	CID-MSn	454.87	ITMS + c NSI d Full ms2 454.87@cid35.00 [115.00-920.00]
215	1.6529	2	CID-MSn	643.77	ITMS + c NSI d Full ms2 643.77@cid35.00 [165.00-1300.00]
219	1.6847	2	CID-MSn	642.3	ITMS + c NSI d Full ms2 642.30@cid35.00 [165.00-1295.00]
223	1.7162	2	CID-MSn	564.8	ITMS + c NSI d Full ms2 564.80@cid35.00 [145.00-1140.00]
224	1.7283	2	CID-MSn	333	ITMS + c NSI d Full ms2 333.00@cid35.00 [80.00-680.00]
225	1.7395	2	CID-MSn	640.29	ITMS + c NSI d Full ms2 640.29@cid35.00 [165.00-1295.00]
226	1.7519	2	CID-MSn	416.4	ITMS + c NSI d Full ms2 416.40@cid35.00 [100.00-845.00]
228	1.7698	2	CID-MSn	593.17	ITMS + c NSI d Full ms2 593.17@cid35.00 [150.00-1790.00]
230	1.7899	2	CID-MSn	493.86	ITMS + c NSI d Full ms2 493.86@cid35.00 [125.00-1000.00]
234	1.8212	2	CID-MSn	618.84	ITMS + c NSI d Full ms2 618.84@cid35.00 [160.00-1250.00]
236	1.84	2	CID-MSn	741.2	ITMS + c NSI d Full ms2 741.20@cid35.00 [190.00-1495.00]
242	1.8846	2	CID-MSn	577.8	ITMS + c NSI d Full ms2 577.80@cid35.00 [145.00-1170.00]
245	1.9096	2	CID-MSn	566.35	ITMS + c NSI d Full ms2 566.35@cid35.00 [145.00-1145.00]
247	1.928	2	CID-MSn	769.25	ITMS + c NSI d Full ms2 769.25@cid35.00 [200.00-1550.00]
249	1.9471	2	CID-MSn	500.38	ITMS + c NSI d Full ms2 500.38@cid35.00 [125.00-1015.00]
251	1.9654	2	CID-MSn	630.34	ITMS + c NSI d Full ms2 630.34@cid35.00 [160.00-1275.00]
259	2.0231	2	CID-MSn	413.27	ITMS + c NSI d Full ms2 413.27@cid35.00 [100.00-1250.00]
263	2.055	2	CID-MSn	313.31	ITMS + c NSI d Full ms2 313.31@cid35.00 [75.00-1890.00]
264	2.0688	2	CID-MSn	377.27	ITMS + c NSI d Full ms2 377.27@cid35.00 [90.00-1145.00]
268	2.1	2	CID-MSn	484.81	ITMS + c NSI d Full ms2 484.81@cid35.00 [120.00-980.00]
271	2.1246	2	CID-MSn	539.4	ITMS + c NSI d Full ms2 539.40@cid35.00 [135.00-1090.00]
273	2.1429	2	CID-MSn	719.75	ITMS + c NSI d Full ms2 719.75@cid35.00 [185.00-1450.00]
274	2.1555	2	CID-MSn	653.29	ITMS + c NSI d Full ms2 653.29@cid35.00 [165.00-1320.00]
276	2.1743	2	CID-MSn	735.74	ITMS + c NSI d Full ms2 735.74@cid35.00 [190.00-2000.00]
281	2.2135	2	CID-MSn	750.72	ITMS + c NSI d Full ms2 750.72@cid35.00 [195.00-1515.00]
282	2.2262	2	CID-MSn	376.41	ITMS + c NSI d Full ms2 376.41@cid35.00 [90.00-765.00]
285	2.2507	2	CID-MSn	310.96	ITMS + c NSI d Full ms2 310.96@cid35.00 [75.00-945.00]
288	2.2754	2	CID-MSn	452.88	ITMS + c NSI d Full ms2 452.88@cid35.00 [110.00-920.00]
290	2.2936	2	CID-MSn	827.19	ITMS + c NSI d Full ms2 827.19@cid35.00 [215.00-1665.00]
292	2.3129	2	CID-MSn	505.84	ITMS + c NSI d Full ms2 505.84@cid35.00 [125.00-1025.00]
297	2.3506	2	CID-MSn	610.19	ITMS + c NSI d Full ms2 610.19@cid35.00 [155.00-1845.00]
298	2.3641	2	CID-MSn	552.31	ITMS + c NSI d Full ms2 552.31@cid35.00 [140.00-1115.00]
299	2.3761	2	CID-MSn	551.29	ITMS + c NSI d Full ms2 551.29@cid35.00 [140.00-1115.00]
301	2.3946	2	CID-MSn	306.9	ITMS + c NSI d Full ms2 306.90@cid35.00 [70.00-625.00]
306	2.4314	2	CID-MSn	508.34	ITMS + c NSI d Full ms2 508.34@cid35.00 [125.00-1030.00]
309	2.4564	2	CID-MSn	385.24	ITMS + c NSI d Full ms2 385.24@cid35.00 [95.00-1170.00]
311	2.4751	2	CID-MSn	825.67	ITMS + c NSI d Full ms2 825.67@cid35.00 [215.00-1665.00]
318	2.5269	2	CID-MSn	712.25	ITMS + c NSI d Full ms2 712.25@cid35.00 [185.00-1435.00]
321	2.5524	2	CID-MSn	634.28	ITMS + c NSI d Full ms2 634.28@cid35.00 [160.00-1280.00]
328	2.6035	2	CID-MSn	628.32	ITMS + c NSI d Full ms2 628.32@cid35.00 [160.00-1270.00]
332	2.6348	2	CID-MSn	881.56	ITMS + c NSI d Full ms2 881.56@cid35.00 [230.00-2000.00]
337	2.6738	2	CID-MSn	617.83	ITMS + c NSI d Full ms2 617.83@cid35.00 [160.00-1250.00]
340	2.6988	2	CID-MSn	604.27	ITMS + c NSI d Full ms2 604.27@cid35.00 [155.00-1220.00]
344	2.7305	2	CID-MSn	313.31	ITMS + c NSI d Full ms2 313.31@cid35.00 [75.00-1890.00]
345	2.7441	2	CID-MSn	512.35	ITMS + c NSI d Full ms2 512.35@cid35.00 [130.00-1035.00]
349	2.7754	2	CID-MSn	789.28	ITMS + c NSI d Full ms2 789.28@cid35.00 [205.00-1590.00]
355	2.8205	2	CID-MSn	321.1	ITMS + c NSI d Full ms2 321.10@cid35.00 [75.00-975.00]
357	2.8387	2	CID-MSn	573.82	ITMS + c NSI d Full ms2 573.82@cid35.00 [145.00-1160.00]
358	2.8509	2	CID-MSn	342.95	ITMS + c NSI d Full ms2 342.95@cid35.00 [80.00-1040.00]
360	2.8692	2	CID-MSn	577.91	ITMS + c NSI d Full ms2 577.91@cid35.00 [145.00-1745.00]
361	2.8824	2	CID-MSn	493.93	ITMS + c NSI d Full ms2 493.93@cid35.00 [125.00-1495.00]
363	2.9015	2	CID-MSn	684.21	ITMS + c NSI d Full ms2 684.21@cid35.00 [175.00-1380.00]
365	2.9203	2	CID-MSn	602.78	ITMS + c NSI d Full ms2 602.78@cid35.00 [155.00-1220.00]
366	2.9325	2	CID-MSn	620.3	ITMS + c NSI d Full ms2 620.30@cid35.00 [160.00-1255.00]
369	2.9575	2	CID-MSn	662.81	ITMS + c NSI d Full ms2 662.81@cid35.00 [170.00-1340.00]
372	2.9823	2	CID-MSn	529.31	ITMS + c NSI d Full ms2 529.31@cid35.00 [135.00-1070.00]
374	3.0006	2	CID-MSn	624.29	ITMS + c NSI d Full ms2 624.29@cid35.00 [160.00-1260.00]
375	3.0129	2	CID-MSn	468.42	ITMS + c NSI d Full ms2 468.42@cid35.00 [115.00-950.00]
377	3.0309	2	CID-MSn	647.82	ITMS + c NSI d Full ms2 647.82@cid35.00 [165.00-1310.00]
378	3.0432	2	CID-MSn	526.3	ITMS + c NSI d Full ms2 526.30@cid35.00 [130.00-1065.00]
379	3.0551	2	CID-MSn	646.83	ITMS + c NSI d Full ms2 646.83@cid35.00 [165.00-1305.00]
382	3.0801	2	CID-MSn	847.69	ITMS + c NSI d Full ms2 847.69@cid35.00 [220.00-1710.00]
383	3.0931	2	CID-MSn	646.26	ITMS + c NSI d Full ms2 646.26@cid35.00 [165.00-1305.00]
384	3.1055	2	CID-MSn	729.27	ITMS + c NSI d Full ms2 729.27@cid35.00 [190.00-1470.00]
385	3.1181	2	CID-MSn	543.37	ITMS + c NSI d Full ms2 543.37@cid35.00 [135.00-1100.00]
387	3.1363	2	CID-MSn	718.24	ITMS + c NSI d Full ms2 718.24@cid35.00 [185.00-1450.00]
389	3.1552	2	CID-MSn	742.71	ITMS + c NSI d Full ms2 742.71@cid35.00 [190.00-1500.00]
390	3.1679	2	CID-MSn	655.79	ITMS + c NSI d Full ms2 655.79@cid35.00 [170.00-1325.00]
393	3.1929	2	CID-MSn	410.92	ITMS + c NSI d Full ms2 410.92@cid35.00 [100.00-835.00]
395	3.2107	2	CID-MSn	570.81	ITMS + c NSI d Full ms2 570.81@cid35.00 [145.00-1155.00]
400	3.2479	2	CID-MSn	695.75	ITMS + c NSI d Full ms2 695.75@cid35.00 [180.00-1405.00]
402	3.2669	2	CID-MSn	579.86	ITMS + c NSI d Full ms2 579.86@cid35.00 [145.00-1170.00]
403	3.279	2	CID-MSn	680.77	ITMS + c NSI d Full ms2 680.77@cid35.00 [175.00-1375.00]
406	3.304	2	CID-MSn	773.74	ITMS + c NSI d Full ms2 773.74@cid35.00 [200.00-1560.00]
407	3.3167	2	CID-MSn	395.92	ITMS + c NSI d Full ms2 395.92@cid35.00 [95.00-805.00]
410	3.341	2	CID-MSn	610.19	ITMS + c NSI d Full ms2 610.19@cid35.00 [155.00-1845.00]
411	3.3544	2	CID-MSn	727.3	ITMS + c NSI d Full ms2 727.30@cid35.00 [190.00-1465.00]
412	3.3671	2	CID-MSn	643.31	ITMS + c NSI d Full ms2 643.31@cid35.00 [165.00-1300.00]
413	3.3794	2	CID-MSn	629.28	ITMS + c NSI d Full ms2 629.28@cid35.00 [160.00-1270.00]
414	3.3916	2	CID-MSn	741.2	ITMS + c NSI d Full ms2 741.20@cid35.00 [190.00-1495.00]
417	3.4169	2	CID-MSn	454.87	ITMS + c NSI d Full ms2 454.87@cid35.00 [115.00-920.00]
418	3.4285	2	CID-MSn	748.75	ITMS + c NSI d Full ms2 748.75@cid35.00 [195.00-1510.00]
424	3.473	2	CID-MSn	434.89	ITMS + c NSI d Full ms2 434.89@cid35.00 [105.00-880.00]
425	3.4847	2	CID-MSn	313.31	ITMS + c NSI d Full ms2 313.31@cid35.00 [75.00-1890.00]
426	3.4984	2	CID-MSn	738.77	ITMS + c NSI d Full ms2 738.77@cid35.00 [190.00-1490.00]
427	3.5111	2	CID-MSn	433.89	ITMS + c NSI d Full ms2 433.89@cid35.00 [105.00-880.00]
429	3.5288	2	CID-MSn	499.8	ITMS + c NSI d Full ms2 499.80@cid35.00 [125.00-1010.00]
431	3.5471	2	CID-MSn	588.81	ITMS + c NSI d Full ms2 588.81@cid35.00 [150.00-1190.00]
433	3.5654	2	CID-MSn	777.33	ITMS + c NSI d Full ms2 777.33@cid35.00 [200.00-2000.00]
435	3.5855	2	CID-MSn	709.97	ITMS + c NSI d Full ms2 709.97@cid35.00 [185.00-2000.00]
436	3.5992	2	CID-MSn	617.32	ITMS + c NSI d Full ms2 617.32@cid35.00 [155.00-1245.00]
437	3.6114	2	CID-MSn	642.27	ITMS + c NSI d Full ms2 642.27@cid35.00 [165.00-1940.00]
438	3.6252	2	CID-MSn	441.87	ITMS + c NSI d Full ms2 441.87@cid35.00 [110.00-895.00]
440	3.6431	2	CID-MSn	845.02	ITMS + c NSI d Full ms2 845.02@cid35.00 [220.00-2000.00]
442	3.6632	2	CID-MSn	709.3	ITMS + c NSI d Full ms2 709.30@cid35.00 [185.00-2000.00]
446	3.696	2	CID-MSn	475.37	ITMS + c NSI d Full ms2 475.37@cid35.00 [120.00-965.00]
449	3.7207	2	CID-MSn	770.82	ITMS + c NSI d Full ms2 770.82@cid35.00 [200.00-1555.00]
453	3.753	2	CID-MSn	477.32	ITMS + c NSI d Full ms2 477.32@cid35.00 [120.00-965.00]
457	3.7843	2	CID-MSn	913.05	ITMS + c NSI d Full ms2 913.05@cid35.00 [240.00-2000.00]
458	3.798	2	CID-MSn	703.3	ITMS + c NSI d Full ms2 703.30@cid35.00 [180.00-2000.00]
459	3.8116	2	CID-MSn	757.76	ITMS + c NSI d Full ms2 757.76@cid35.00 [195.00-1530.00]
462	3.8371	2	CID-MSn	341.88	ITMS + c NSI d Full ms2 341.88@cid35.00 [80.00-695.00]
463	3.8484	2	CID-MSn	359.81	ITMS + c NSI d Full ms2 359.81@cid35.00 [85.00-1090.00]
468	3.8861	2	CID-MSn	510.88	ITMS + c NSI d Full ms2 510.88@cid35.00 [130.00-1035.00]
469	3.898	2	CID-MSn	339.63	ITMS + c NSI d Full ms2 339.63@cid35.00 [80.00-690.00]
480	3.9734	2	CID-MSn	437.91	ITMS + c NSI d Full ms2 437.91@cid35.00 [110.00-890.00]
482	3.9914	2	CID-MSn	434.89	ITMS + c NSI d Full ms2 434.89@cid35.00 [105.00-880.00]
483	4.0029	2	CID-MSn	909.34	ITMS + c NSI d Full ms2 909.34@cid35.00 [240.00-1830.00]
485	4.0225	2	CID-MSn	654.34	ITMS + c NSI d Full ms2 654.34@cid35.00 [170.00-1320.00]
487	4.0411	2	CID-MSn	334.74	ITMS + c NSI d Full ms2 334.74@cid35.00 [80.00-680.00]
490	4.0651	2	CID-MSn	625.81	ITMS + c NSI d Full ms2 625.81@cid35.00 [160.00-1265.00]
492	4.0836	2	CID-MSn	878.78	ITMS + c NSI d Full ms2 878.78@cid35.00 [230.00-1770.00]
493	4.0967	2	CID-MSn	587.85	ITMS + c NSI d Full ms2 587.85@cid35.00 [150.00-1190.00]
495	4.1152	2	CID-MSn	920.78	ITMS + c NSI d Full ms2 920.78@cid35.00 [240.00-1855.00]
496	4.1284	2	CID-MSn	781.22	ITMS + c NSI d Full ms2 781.22@cid35.00 [205.00-1575.00]
497	4.1414	2	CID-MSn	458.47	ITMS + c NSI d Full ms2 458.47@cid35.00 [115.00-1390.00]
503	4.1857	2	CID-MSn	413.27	ITMS + c NSI d Full ms2 413.27@cid35.00 [100.00-1250.00]
510	4.2362	2	CID-MSn	783.83	ITMS + c NSI d Full ms2 783.83@cid35.00 [205.00-1580.00]
512	4.2552	2	CID-MSn	527.83	ITMS + c NSI d Full ms2 527.83@cid35.00 [135.00-1070.00]
514	4.2733	2	CID-MSn	653.29	ITMS + c NSI d Full ms2 653.29@cid35.00 [165.00-1320.00]
517	4.2984	2	CID-MSn	610.19	ITMS + c NSI d Full ms2 610.19@cid35.00 [155.00-1845.00]
518	4.3119	2	CID-MSn	612.29	ITMS + c NSI d Full ms2 612.29@cid35.00 [155.00-1235.00]
520	4.3306	2	CID-MSn	345.7	ITMS + c NSI d Full ms2 345.70@cid35.00 [85.00-705.00]
526	4.3737	2	CID-MSn	313.31	ITMS + c NSI d Full ms2 313.31@cid35.00 [75.00-1890.00]
529	4.4001	2	CID-MSn	595.82	ITMS + c NSI d Full ms2 595.82@cid35.00 [150.00-1800.00]
532	4.4261	2	CID-MSn	602.83	ITMS + c NSI d Full ms2 602.83@cid35.00 [155.00-1220.00]
535	4.4513	2	CID-MSn	319.11	ITMS + c NSI d Full ms2 319.11@cid35.00 [75.00-650.00]
537	4.4687	2	CID-MSn	512.9	ITMS + c NSI d Full ms2 512.90@cid35.00 [130.00-1040.00]
543	4.5123	2	CID-MSn	365.22	ITMS + c NSI d Full ms2 365.22@cid35.00 [90.00-745.00]
546	4.5364	2	CID-MSn	436.89	ITMS + c NSI d Full ms2 436.89@cid35.00 [110.00-885.00]
550	4.5669	2	CID-MSn	897.2	ITMS + c NSI d Full ms2 897.20@cid35.00 [235.00-1805.00]
551	4.5801	2	CID-MSn	624.85	ITMS + c NSI d Full ms2 624.85@cid35.00 [160.00-1260.00]
553	4.5988	2	CID-MSn	434.93	ITMS + c NSI d Full ms2 434.93@cid35.00 [105.00-880.00]
555	4.6168	2	CID-MSn	339.2	ITMS + c NSI d Full ms2 339.20@cid35.00 [80.00-690.00]
557	4.6346	2	CID-MSn	676.28	ITMS + c NSI d Full ms2 676.28@cid35.00 [175.00-1365.00]
559	4.6536	2	CID-MSn	332.2	ITMS + c NSI d Full ms2 332.20@cid35.00 [80.00-675.00]
560	4.6648	2	CID-MSn	641.28	ITMS + c NSI d Full ms2 641.28@cid35.00 [165.00-1295.00]
562	4.6835	2	CID-MSn	388.2	ITMS + c NSI d Full ms2 388.20@cid35.00 [95.00-790.00]
563	4.6949	2	CID-MSn	497.83	ITMS + c NSI d Full ms2 497.83@cid35.00 [125.00-1010.00]
565	4.7131	2	CID-MSn	533.32	ITMS + c NSI d Full ms2 533.32@cid35.00 [135.00-1080.00]
566	4.725	2	CID-MSn	731.82	ITMS + c NSI d Full ms2 731.82@cid35.00 [190.00-1475.00]
568	4.744	2	CID-MSn	471.75	ITMS + c NSI d Full ms2 471.75@cid35.00 [115.00-955.00]
575	4.7942	2	CID-MSn	301.7	ITMS + c NSI d Full ms2 301.70@cid35.00 [70.00-615.00]
579	4.8246	2	CID-MSn	595.16	ITMS + c NSI d Full ms2 595.16@cid35.00 [150.00-1800.00]
581	4.8444	2	CID-MSn	579.8	ITMS + c NSI d Full ms2 579.80@cid35.00 [145.00-1170.00]
582	4.8564	2	CID-MSn	492.83	ITMS + c NSI d Full ms2 492.83@cid35.00 [125.00-1000.00]
586	4.8873	2	CID-MSn	345.7	ITMS + c NSI d Full ms2 345.70@cid35.00 [85.00-705.00]
590	4.9178	2	CID-MSn	619.3	ITMS + c NSI d Full ms2 619.30@cid35.00 [160.00-1250.00]
591	4.93	2	CID-MSn	721.79	ITMS + c NSI d Full ms2 721.79@cid35.00 [185.00-1455.00]
593	4.949	2	CID-MSn	352.71	ITMS + c NSI d Full ms2 352.71@cid35.00 [85.00-720.00]
595	4.9666	2	CID-MSn	704.22	ITMS + c NSI d Full ms2 704.22@cid35.00 [180.00-1420.00]
597	4.9856	2	CID-MSn	430.89	ITMS + c NSI d Full ms2 430.89@cid35.00 [105.00-875.00]
598	4.9971	2	CID-MSn	675.67	ITMS + c NSI d Full ms2 675.67@cid35.00 [175.00-2000.00]
601	5.0235	2	CID-MSn	711.71	ITMS + c NSI d Full ms2 711.71@cid35.00 [185.00-1435.00]
602	5.036	2	CID-MSn	426.37	ITMS + c NSI d Full ms2 426.37@cid35.00 [105.00-865.00]
604	5.054	2	CID-MSn	320.51	ITMS + c NSI d Full ms2 320.51@cid35.00 [75.00-975.00]
605	5.066	2	CID-MSn	341.18	ITMS + c NSI d Full ms2 341.18@cid35.00 [80.00-695.00]
609	5.0963	2	CID-MSn	367.18	ITMS + c NSI d Full ms2 367.18@cid35.00 [90.00-1115.00]
611	5.1147	2	CID-MSn	601.29	ITMS + c NSI d Full ms2 601.29@cid35.00 [155.00-1215.00]
614	5.1396	2	CID-MSn	719.77	ITMS + c NSI d Full ms2 719.77@cid35.00 [185.00-1450.00]
618	5.1715	2	CID-MSn	491.84	ITMS + c NSI d Full ms2 491.84@cid35.00 [125.00-2000.00]
619	5.1852	2	CID-MSn	714.31	ITMS + c NSI d Full ms2 714.31@cid35.00 [185.00-1440.00]
620	5.1978	2	CID-MSn	589.82	ITMS + c NSI d Full ms2 589.82@cid35.00 [150.00-1190.00]
622	5.2162	2	CID-MSn	644.44	ITMS + c NSI d Full ms2 644.44@cid35.00 [165.00-1945.00]
624	5.2362	2	CID-MSn	336.7	ITMS + c NSI d Full ms2 336.70@cid35.00 [80.00-685.00]
625	5.2475	2	CID-MSn	387.71	ITMS + c NSI d Full ms2 387.71@cid35.00 [95.00-790.00]
628	5.2716	2	CID-MSn	434.89	ITMS + c NSI d Full ms2 434.89@cid35.00 [105.00-880.00]
629	5.2831	2	CID-MSn	641.8	ITMS + c NSI d Full ms2 641.80@cid35.00 [165.00-1295.00]
631	5.3019	2	CID-MSn	301.29	ITMS + c NSI d Full ms2 301.29@cid35.00 [70.00-2000.00]
633	5.3223	2	CID-MSn	416.71	ITMS + c NSI d Full ms2 416.71@cid35.00 [100.00-845.00]
636	5.3467	2	CID-MSn	365.72	ITMS + c NSI d Full ms2 365.72@cid35.00 [90.00-745.00]
638	5.3645	2	CID-MSn	379.69	ITMS + c NSI d Full ms2 379.69@cid35.00 [90.00-770.00]
641	5.3887	2	CID-MSn	358.19	ITMS + c NSI d Full ms2 358.19@cid35.00 [85.00-1085.00]
646	5.4261	2	CID-MSn	587.31	ITMS + c NSI d Full ms2 587.31@cid35.00 [150.00-1185.00]
648	5.4446	2	CID-MSn	351.86	ITMS + c NSI d Full ms2 351.86@cid35.00 [85.00-1070.00]
649	5.4567	2	CID-MSn	577.33	ITMS + c NSI d Full ms2 577.33@cid35.00 [145.00-1745.00]
651	5.4764	2	CID-MSn	401.7	ITMS + c NSI d Full ms2 401.70@cid35.00 [100.00-815.00]
657	5.5198	2	CID-MSn	698.26	ITMS + c NSI d Full ms2 698.26@cid35.00 [180.00-1410.00]
661	5.5518	2	CID-MSn	618.84	ITMS + c NSI d Full ms2 618.84@cid35.00 [160.00-1250.00]
667	5.5959	2	CID-MSn	323.47	ITMS + c NSI d Full ms2 323.47@cid35.00 [75.00-985.00]
675	5.6524	2	CID-MSn	727.83	ITMS + c NSI d Full ms2 727.83@cid35.00 [190.00-2000.00]
676	5.6662	2	CID-MSn	663.74	ITMS + c NSI d Full ms2 663.74@cid35.00 [170.00-1340.00]
678	5.6851	2	CID-MSn	385.84	ITMS + c NSI d Full ms2 385.84@cid35.00 [95.00-1170.00]
679	5.6973	2	CID-MSn	381.55	ITMS + c NSI d Full ms2 381.55@cid35.00 [95.00-1155.00]
681	5.7158	2	CID-MSn	322.2	ITMS + c NSI d Full ms2 322.20@cid35.00 [75.00-655.00]
684	5.7397	2	CID-MSn	313.31	ITMS + c NSI d Full ms2 313.31@cid35.00 [75.00-1890.00]
685	5.7534	2	CID-MSn	654.34	ITMS + c NSI d Full ms2 654.34@cid35.00 [170.00-1320.00]
687	5.7721	2	CID-MSn	610.19	ITMS + c NSI d Full ms2 610.19@cid35.00 [155.00-1845.00]
688	5.7856	2	CID-MSn	388.21	ITMS + c NSI d Full ms2 388.21@cid35.00 [95.00-1175.00]
689	5.7978	2	CID-MSn	606.33	ITMS + c NSI d Full ms2 606.33@cid35.00 [155.00-1225.00]
691	5.8165	2	CID-MSn	344.71	ITMS + c NSI d Full ms2 344.71@cid35.00 [80.00-700.00]
692	5.8277	2	CID-MSn	486.28	ITMS + c NSI d Full ms2 486.28@cid35.00 [120.00-985.00]
694	5.8461	2	CID-MSn	325.19	ITMS + c NSI d Full ms2 325.19@cid35.00 [75.00-990.00]
697	5.8709	2	CID-MSn	318.85	ITMS + c NSI d Full ms2 318.85@cid35.00 [75.00-970.00]
698	5.8828	2	CID-MSn	713.81	ITMS + c NSI d Full ms2 713.81@cid35.00 [185.00-1440.00]
701	5.9081	2	CID-MSn	566.81	ITMS + c NSI d Full ms2 566.81@cid35.00 [145.00-1145.00]
705	5.9394	2	CID-MSn	434.89	ITMS + c NSI d Full ms2 434.89@cid35.00 [105.00-880.00]
706	5.951	2	CID-MSn	358.19	ITMS + c NSI d Full ms2 358.19@cid35.00 [85.00-1085.00]
707	5.9631	2	CID-MSn	433.89	ITMS + c NSI d Full ms2 433.89@cid35.00 [105.00-880.00]
709	5.9811	2	CID-MSn	401.7	ITMS + c NSI d Full ms2 401.70@cid35.00 [100.00-815.00]
711	5.9991	2	CID-MSn	309.17	ITMS + c NSI d Full ms2 309.17@cid35.00 [75.00-940.00]
713	6.0176	2	CID-MSn	302.2	ITMS + c NSI d Full ms2 302.20@cid35.00 [70.00-615.00]
714	6.0287	2	CID-MSn	471.21	ITMS + c NSI d Full ms2 471.21@cid35.00 [115.00-955.00]
715	6.0404	2	CID-MSn	360.68	ITMS + c NSI d Full ms2 360.68@cid35.00 [85.00-735.00]
716	6.0518	2	CID-MSn	424.9	ITMS + c NSI d Full ms2 424.90@cid35.00 [105.00-860.00]
